accept_stat__,stepsize__,int_time__,energy__,lp__
0.658194,3.65498,36.5498,3.25978,-2.72031
1,3.89218,38.9218,1.85151,-1.36
0.42079,3.45315,34.5315,1.30052,-1.23214
0.835509,3.49147,34.9147,2.2472,-1.40021
0.612355,3.29051,32.9051,3.29916,-1.83168
0.527761,3.01961,30.1961,4.12162,-2.57367
1,3.21553,32.1553,2.59737,-1.97964
1,3.42411,34.2411,2.33905,-2.30606
0.427358,3.04449,30.4449,3.35747,-2.4456
1,3.24194,32.4194,4.2949,-1.52965
0.214316,2.69561,26.9561,3.26094,-3.0389
1,2.87043,28.7043,1.84834,-1.25441
0.725322,2.80338,28.0338,2.51531,-1.92368
1,2.98514,29.8514,1.91057,-1.67337
1,3.17863,31.7863,1.35371,-1.25024
0.986855,3.37064,33.7064,3.03871,-1.30055
0.341835,2.91772,29.1772,8.54443,-3.8923
1,3.10678,31.0678,6.91946,-6.1457
1,3.30804,33.0804,1.94627,-1.72192
1,3.52228,35.2228,2.10258,-1.73963
1,3.75033,37.5033,1.92599,-1.63083
1,3.99309,39.9309,4.73102,-1.65588
0.103623,3.20741,32.0741,6.29494,-5.97908
1,3.41504,34.1504,1.58687,-1.49343
1,3.63606,36.3606,1.68538,-1.46829
0.780388,3.61314,36.1314,4.30418,-1.57509
0.0162257,2.82394,28.2394,9.02806,-8.36969
1,3.0067,30.067,3.84309,-1.85
0.401975,2.65294,26.5294,4.94657,-4.42543
0.823696,2.67243,26.7243,5.43387,-5.01159
1,2.84534,28.4534,4.71637,-4.59886
0.98971,3.01962,30.1962,4.20665,-3.7894
1,3.21489,32.1489,3.57864,-3.47651
0.255588,2.7094,27.094,5.9667,-3.92763
0.599848,2.54409,25.4409,4.45871,-3.95579
1,2.7086,27.086,2.47292,-1.45235
0.869417,2.76792,27.6792,1.87266,-1.6638
1,2.94684,29.4684,1.58498,-1.29241
0.973469,3.11126,31.1126,1.78662,-1.35595
1,3.31227,33.1227,1.12295,-1.04018
1,3.52621,35.2621,1.10898,-1.0349
0.951632,3.6974,36.974,2.01911,-1.13444
0.774374,3.66721,36.6721,1.28734,-1.11716
0.719843,3.57561,35.7561,2.36787,-1.59163
0.353542,3.10806,31.0806,3.50878,-3.32628
1,3.30872,33.0872,1.82919,-1.23638
0.646007,3.15233,31.5233,3.12223,-1.88589
0.684351,3.03969,30.3969,3.26361,-2.63699
1,3.23586,32.3586,3.13152,-2.16999
0.275751,2.74528,27.4528,6.66205,-4.20159
1,2.92244,29.2244,1.72238,-1.04605
0.797514,2.91978,29.1978,2.14869,-1.58932
0.732331,2.85817,28.5817,3.07878,-2.29006
1,3.04253,30.4253,2.69306,-1.76088
0.759464,3.00374,30.0374,3.43571,-2.13813
1,3.19743,31.9743,3.31712,-2.03936
0.67611,3.07535,30.7535,2.6946,-2.50471
0.580511,2.87075,28.7075,3.71696,-3.20319
1,3.0558,30.558,3.23838,-2.99905
1,3.25274,32.5274,2.7326,-2.63832
0.775141,3.22707,32.2707,3.90328,-2.08336
0.248346,2.7151,27.151,5.47832,-5.2094
0.620275,2.56634,25.6634,5.21504,-4.0333
1,2.73171,27.3171,5.19181,-4.39727
0.983595,2.8928,28.928,5.83601,-4.26834
0.273164,2.45307,24.5307,7.63897,-6.92917
1,2.61109,26.1109,5.23677,-4.32075
1,2.77925,27.7925,3.83791,-3.46464
0.498166,2.52868,25.2868,4.42532,-4.06643
0.41796,2.2438,22.438,5.90713,-2.8468
1,2.38829,23.8829,6.32586,-4.72661
0.757369,2.35643,23.5643,6.53517,-6.50149
1,2.50813,25.0813,4.32467,-3.84866
0.629027,2.3774,23.774,4.76872,-4.76721
1,2.53041,25.3041,3.68069,-3.61494
0.591226,2.3704,23.704,4.11353,-4.08161
0.832474,2.39431,23.9431,2.73833,-2.55944
0.850361,2.432,24.32,2.04705,-1.88633
0.970342,2.56457,25.6457,2.96736,-2.06459
0.912377,2.65584,26.5584,5.74554,-3.03567
1,2.82659,28.2659,6.88327,-5.28488
1,3.00828,30.0828,7.19063,-5.76058
1,3.2016,32.016,6.24796,-6.22113
1,3.40729,34.0729,4.75612,-2.05506
0.232682,2.85412,28.5412,3.38678,-1.9814
0.292818,2.43613,24.3613,4.6187,-4.41976
1,2.59267,25.9267,2.79427,-1.95539
1,2.75923,27.5923,2.87577,-2.15753
0.84287,2.79602,27.9602,5.35026,-2.96951
0.427505,2.4891,24.891,3.27874,-2.89497
0.992403,2.64269,26.4269,4.57461,-3.17825
0.899562,2.72568,27.2568,3.69068,-3.59671
1,2.90065,29.0065,3.76892,-2.22764
0.266184,2.45576,24.5576,4.49683,-4.2701
1,2.6134,26.134,4.63019,-1.68859
0.336318,2.26157,22.6157,5.30307,-3.89053
1,2.40673,24.0673,3.47457,-2.89618
0.809702,2.41376,24.1376,4.13664,-3.19177
1,2.56863,25.6863,2.29024,-2.00423
0.891797,2.64282,26.4282,2.88559,-2.31263
1,2.81232,28.1232,1.69958,-1.23057
0.846624,2.85308,28.5308,1.84793,-1.68214
1,3.03599,30.3599,1.98388,-1.30053
0.588432,2.84211,28.4211,4.70071,-2.2513
0.685261,2.74205,27.4205,5.23038,-4.53068
1,2.91779,29.1779,4.63946,-4.05473
0.245775,2.45527,24.5527,5.52631,-5.43011
1,2.61262,26.1262,3.74551,-2.1169
0.741179,2.56495,25.6495,6.94635,-3.84724
1,2.72928,27.2928,4.9764,-3.60596
0.923133,2.83549,28.3549,4.52475,-4.42402
0.850176,2.87972,28.7972,5.47089,-3.46268
1,3.0641,30.641,2.76048,-2.0593
1,3.26024,32.6024,1.92912,-1.51829
0.777147,3.23669,32.3669,2.6591,-1.982
0.875914,3.31351,33.1351,4.09282,-1.70079
1,3.5255,35.255,6.63043,-3.84767
1,3.751,37.51,4.9175,-3.96322
1,3.99086,39.9086,1.69383,-1.16697
0.0648254,3.1754,31.754,5.24855,-4.42843
1,3.37847,33.7847,2.50251,-2.17383
0.944634,3.53319,35.3319,4.06357,-2.34474
0.0999379,2.84234,28.4234,4.36535,-3.98397
1,3.02409,30.2409,4.41243,-2.84141
0.321186,2.60597,26.0597,5.19999,-4.87247
1,2.77259,27.7259,11.3709,-2.93002
0.0595071,2.20294,22.0294,10.1571,-8.11852
1,2.34381,23.4381,4.32168,-4.24211
0.992706,2.488,24.88,2.93529,-1.90854
0.78181,2.47372,24.7372,3.32548,-2.66136
0.958421,2.59807,25.9807,5.51982,-2.89662
0.895354,2.67577,26.7577,4.2507,-3.63209
0.380635,2.3491,23.491,5.31962,-4.88061
1,2.49918,24.9918,3.57727,-2.62959
1,2.6588,26.588,2.59361,-2.42321
1,2.82858,28.2858,2.8394,-2.2646
1,3.00916,30.0916,2.70631,-2.46975
0.93924,3.14148,31.4148,2.71847,-2.33999
0.661469,3.00902,30.0902,3.87833,-3.08424
0.477311,2.72228,27.2228,4.04161,-3.6778
1,2.896,28.96,3.71513,-3.02812
0.839407,2.9312,29.312,4.29799,-3.60834
0.642805,2.79151,27.9151,4.31228,-4.10131
0.227335,2.33743,23.3743,4.00539,-2.78781
1,2.48656,24.8656,1.35743,-1.26914
1,2.64517,26.4517,1.51168,-1.25683
0.941712,2.76351,27.6351,3.24125,-1.45197
0.552239,2.55912,25.5912,4.14831,-3.50983
1,2.72229,27.2229,2.7855,-2.2875
0.976425,2.87476,28.7476,2.26882,-2.26844
1,3.05796,30.5796,1.6406,-1.63088
1,3.25278,32.5278,1.50451,-1.42096
1,3.45997,34.5997,4.39436,-1.04986
0.109496,2.79396,27.9396,5.47283,-3.41873
1,2.97193,29.7193,4.09499,-3.31621
1,3.1612,31.612,3.41104,-3.25939
1,3.36246,33.6246,2.82144,-2.60811
0.91035,3.47869,34.7869,5.32409,-2.74377
0.314754,2.99353,29.9353,6.0064,-4.03741
1,3.18407,31.8407,4.29784,-3.10469
1,3.3867,33.867,2.61877,-1.63334
0.372291,2.96683,29.6683,4.82217,-3.09167
1,3.15561,31.5561,3.48682,-2.81655
0.898169,3.25237,32.5237,3.73739,-3.4328
1,3.45923,34.5923,5.08627,-2.65019
1,3.67919,36.7919,5.07912,-5.01411
0.653421,3.51575,35.1575,4.95725,-3.38677
0.00640329,2.75099,27.5099,10.0629,-9.37564
1,2.92593,29.2593,4.89648,-4.62741
1,3.11195,31.1195,3.64573,-2.77359
0.628368,2.95092,29.5092,5.22982,-3.54674
1,3.13848,31.3848,4.16281,-2.983
0.62148,2.96979,29.6979,4.43669,-4.2939
0.93606,3.09677,30.9677,4.26,-2.84075
0.631863,2.93977,29.3977,4.01426,-3.97956
1,3.12653,31.2653,3.0737,-2.79122
1,3.3251,33.251,3.29797,-2.68648
1,3.53624,35.3624,3.11994,-2.48121
1,3.76073,37.6073,1.1265,-1.05789
0.961865,3.95264,39.5264,2.2008,-1.11913
1,4.20345,42.0345,1.4699,-1.04753
0.657806,4.02242,40.2242,2.29662,-1.57302
0.499682,3.66606,36.6606,3.95676,-2.85802
1,3.89863,38.9863,1.75284,-1.70647
1,4.14589,41.4589,3.84604,-1.33967
0.0510527,3.29068,32.9068,4.15316,-3.52138
1,3.49941,34.9941,3.08132,-2.19015
0.0740878,2.79755,27.9755,4.07206,-2.25916
0.459763,2.5188,25.188,3.85201,-3.79208
1,2.6786,26.786,2.04607,-1.72188
1,2.84849,28.4849,1.88897,-1.75693
1,3.0291,30.291,2.61026,-1.83284
1,3.22113,32.2113,2.76284,-1.77674
1,3.42528,34.2528,2.21029,-1.70286
1,3.64231,36.4231,1.61525,-1.10229
0.626801,3.45265,34.5265,2.06151,-2.01861
0.813696,3.46673,34.6673,2.39707,-1.83791
0.890576,3.56422,35.6422,2.50054,-2.07328
1,3.78993,37.8993,2.13102,-1.42169
0.464757,3.4179,34.179,3.76126,-2.58157
1,3.63431,36.3431,5.3,-3.10584
0.328223,3.14282,31.4282,6.37523,-5.59947
1,3.3418,33.418,3.8975,-3.8614
1,3.55332,35.5332,3.12796,-2.94555
0.417565,3.15856,31.5856,3.72144,-2.85992
0.804496,3.1625,31.625,5.04704,-3.87942
1,3.36263,33.6263,5.7301,-4.64324
0.0865586,2.69997,26.9997,8.75838,-8.14547
1,2.87084,28.7084,2.66416,-1.32642
0.397103,2.53614,25.3614,5.02627,-3.25636
1,2.69662,26.9662,4.64703,-4.17607
0.848417,2.73672,27.3672,5.27761,-4.7462
0.644605,2.60881,26.0881,5.59107,-2.20448
0.0260707,2.05652,20.5652,9.7067,-7.75173
0.766271,2.03515,20.3515,10.3604,-9.49778
1,2.16391,21.6391,8.599,-8.41071
1,2.30078,23.0078,7.66465,-7.38408
0.464128,2.0751,20.751,7.53511,-7.23488
1,2.20633,22.0633,6.84971,-6.09806
0.51143,2.01909,20.1909,8.3378,-7.16321
0.596099,1.89643,18.9643,12.2306,-8.75129
1,2.01634,20.1634,11.8653,-10.7323
1,2.1438,21.438,7.10588,-7.09666
1,2.27929,22.7929,2.89705,-1.77713
0.882112,2.33721,23.3721,2.13771,-1.92172
1,2.48486,24.8486,3.18499,-1.83817
0.770724,2.46238,24.6238,8.22062,-3.22464
0.626391,2.33445,23.3445,11.5884,-8.51309
1,2.48187,24.8187,4.68792,-4.6439
0.567591,2.3109,23.109,2.84858,-1.9075
0.90538,2.38655,23.8655,3.04356,-2.64379
0.967245,2.51185,25.1185,3.87491,-1.98883
0.933455,2.61645,26.1645,3.91174,-3.72365
1,2.78154,27.8154,3.99486,-2.02128
0.791909,2.77432,27.7432,5.49225,-3.52705
0.429923,2.4766,24.766,6.24289,-5.87574
1,2.63282,26.3282,5.76878,-4.16722
1,2.79886,27.9886,4.55728,-4.11353
0.463829,2.52469,25.2469,4.54387,-4.44931
1,2.68389,26.8389,4.51336,-3.90739
1,2.85308,28.5308,5.30212,-4.2907
1,3.0329,30.329,5.33329,-3.8585
0.283952,2.5893,25.893,5.52449,-5.19612
1,2.75248,27.5248,4.94843,-3.49594
1,2.92591,29.2591,4.78055,-4.58318
1,3.11022,31.1022,3.94524,-2.5622
1,3.30609,33.0609,3.51491,-1.18321
0.524676,3.03854,30.3854,3.70972,-1.12526
0.107284,2.4579,24.579,4.55643,-3.43269
1,2.6127,26.127,4.35355,-2.65392
0.290576,2.23546,22.3546,4.39113,-3.26088
1,2.37625,23.7625,2.71601,-1.59395
0.951955,2.48903,24.8903,5.9587,-2.4762
0.835833,2.51618,25.1618,5.42583,-4.59191
0.71833,2.45387,24.5387,5.02215,-4.93299
1,2.60831,26.0831,4.27862,-3.83391
1,2.77243,27.7243,3.05856,-2.93944
0.574417,2.58741,25.8741,4.31029,-2.50499
0.762333,2.55752,25.5752,4.47154,-1.86871
0.578066,2.38957,23.8957,7.90547,-3.3425
1,2.53988,25.3988,5.34151,-5.24448
1,2.69961,26.9961,7.86985,-4.42918
0.24297,2.27696,22.7696,7.0489,-6.88642
0.51411,2.08637,20.8637,7.1003,-6.1842
1,2.21759,22.1759,7.98482,-5.1874
0.865392,2.2621,22.621,9.27155,-2.76299
1,2.40431,24.0431,6.134,-5.78064
1,2.55542,25.5542,2.08954,-1.88444
0.960739,2.68363,26.8363,3.34013,-2.0432
1,2.85222,28.5222,4.45393,-2.78535
0.430669,2.54789,25.4789,6.86421,-4.50643
0.9778,2.68965,26.8965,5.88616,-5.5891
1,2.85855,28.5855,4.198,-3.70176
0.694465,2.76765,27.6765,4.78513,-4.47663
1,2.9414,29.414,4.98297,-4.0116
1,3.12602,31.2602,3.09206,-2.97189
0.977062,3.29902,32.9902,3.39821,-3.04963
1,3.50598,35.0598,2.05192,-2.01302
0.987861,3.71212,37.1212,1.76127,-1.6341
0.912722,3.84131,38.4131,1.96823,-1.5756
0.360912,3.35958,33.5958,3.41229,-2.50385
1,3.57023,35.7023,2.75058,-2.50744
0.298777,3.06405,30.6405,4.00717,-3.54438
0.595231,2.87833,28.7833,5.17922,-4.50121
0.926299,2.99088,29.9088,3.63958,-1.70675
0.289101,2.55947,25.5947,5.21875,-4.77841
1,2.71995,27.1995,2.07626,-2.00452
1,2.89045,28.9045,1.49149,-1.33604
1,3.07159,30.7159,3.32489,-1.32977
0.497903,2.80128,28.0128,8.65011,-3.38371
1,2.9768,29.768,4.46382,-4.19843
0.260415,2.52555,25.2555,6.0349,-5.47778
1,2.68379,26.8379,4.04862,-3.65134
0.906506,2.77189,27.7189,4.55413,-3.10851
0.415859,2.46578,24.6578,6.1228,-4.92636
1,2.62023,26.2023,3.35597,-2.52308
1,2.78432,27.8432,2.6843,-2.4638
0.919202,2.8868,28.868,3.66253,-2.73049
1,3.0675,30.675,4.17884,-3.34368
0.310423,2.64277,26.4277,5.83775,-4.69847
1,2.80818,28.0818,6.42906,-4.34448
1,2.98391,29.8391,4.7087,-2.37332
0.526104,2.74514,27.4514,3.35079,-2.93838
1,2.91689,29.1689,2.82935,-2.63664
0.763668,2.88449,28.8449,2.49117,-2.17361
0.707737,2.80439,28.0439,3.23597,-2.26679
0.849981,2.84697,28.4697,3.74227,-3.02702
0.494481,2.59425,25.9425,3.35497,-2.18878
0.570622,2.41934,24.1934,2.04677,-1.22331
0.886484,2.48349,24.8349,1.60651,-1.53416
1,2.63877,26.3877,1.21651,-1.09529
1,2.80372,28.0372,2.81513,-1.05134
0.694018,2.71459,27.1459,1.91353,-1.48261
1,2.88423,28.8423,1.70471,-1.57023
1,3.06443,30.6443,3.3591,-1.05005
0.0945564,2.47334,24.7334,3.14155,-2.71721
1,2.62787,26.2787,1.54613,-1.33275
1,2.79202,27.9202,2.27383,-1.27282
0.692235,2.70187,27.0187,1.84146,-1.74446
1,2.87059,28.7059,1.43275,-1.35716
1,3.04981,30.4981,2.48777,-1.34913
0.676639,2.93741,29.3741,2.302,-1.78153
1,3.12074,31.2074,1.97396,-1.97094
0.983684,3.29911,32.9911,2.56808,-1.81482
1,3.50493,35.0493,1.94161,-1.53767
0.71496,3.41521,34.1521,3.61192,-2.12217
1,3.62821,36.2821,1.21686,-1.21571
1,3.85443,38.5443,2.58204,-1.04473
0.218458,3.23098,32.3098,3.70233,-3.69547
1,3.43243,34.3243,1.98457,-1.05127
0.768315,3.39915,33.9915,1.94518,-1.67941
1,3.61102,36.1102,4.31255,-1.41291
0.0556144,2.88146,28.8146,7.83252,-6.69482
1,3.06108,30.6108,6.95097,-5.83312
1,3.25186,32.5186,3.19298,-1.68908
0.557733,3.02137,30.2137,3.62804,-2.43638
0.289182,2.58798,25.8798,5.03518,-4.49264
1,2.74927,27.4927,2.97514,-2.72917
0.817675,2.7637,27.637,4.15866,-2.93111
1,2.93587,29.3587,4.39384,-3.78207
1,3.11872,31.1872,1.38851,-1.27014
0.995874,3.30879,33.0879,1.38307,-1.24984
0.939167,3.45065,34.5065,1.50191,-1.39079
0.785079,3.43462,34.3462,4.26378,-1.52649
1,3.64837,36.4837,1.57864,-1.40713
0.403651,3.23561,32.3561,2.71142,-2.04241
1,3.43696,34.3696,3.23598,-2.3643
0.113568,2.79216,27.9216,4.06879,-4.06009
1,2.96592,29.6592,3.04726,-1.99026
1,3.15045,31.5045,4.89227,-2.28248
1,3.34641,33.4641,10.0186,-4.1166
1,3.55451,35.5451,7.11359,-6.49947
0.041693,2.82592,28.2592,8.66334,-8.54684
1,3.00167,30.0167,5.97005,-5.55176
1,3.18831,31.8831,5.14426,-4.10487
1,3.3865,33.865,3.85344,-3.72128
0.0572688,2.70535,27.0535,7.24946,-6.58983
1,2.87354,28.7354,3.6401,-3.52032
1,3.05214,30.5214,2.88893,-2.22424
1,3.2418,32.418,3.01794,-2.2811
0.488908,2.95068,29.5068,3.91779,-3.3045
1,3.134,31.34,3.27031,-2.45267
0.570058,2.9234,29.234,3.78437,-2.47545
1,3.10499,31.0499,2.60744,-2.30937
0.741575,3.05031,30.5031,2.99338,-2.83907
0.985454,3.22553,32.2553,3.19654,-1.10313
0.381598,2.84249,28.4249,3.51514,-3.35367
1,3.01898,30.1898,2.90052,-1.90669
1,3.20638,32.0638,2.05712,-1.2728
0.486548,2.91665,29.1665,4.7656,-2.66045
0.822961,2.93657,29.3657,3.27034,-3.11577
0.41114,2.61123,26.1123,3.69124,-2.66662
0.45446,2.35253,23.5253,5.16011,-4.10711
1,2.49855,24.9855,6.27547,-4.71569
1,2.6536,26.536,4.67468,-3.45157
0.491269,2.41746,24.1746,3.59721,-2.48614
0.338905,2.10351,21.0351,4.04798,-3.79884
1,2.23404,22.3404,5.11405,-3.51361
1,2.37264,23.7264,5.97662,-2.96463
1,2.5198,25.198,5.10733,-4.99889
1,2.67605,26.7605,4.63585,-4.31193
0.51101,2.45262,24.5262,4.44991,-3.172
0.312351,2.1173,21.173,4.5635,-4.55987
1,2.24859,22.4859,1.8332,-1.70043
1,2.38799,23.8799,3.08452,-1.10733
0.647253,2.2804,22.804,2.48248,-1.6209
1,2.42173,24.2173,1.90746,-1.44618
0.974306,2.55197,25.5197,2.38918,-1.53609
1,2.71007,27.1007,1.41856,-1.39814
1,2.87792,28.7792,1.88618,-1.27551
0.77248,2.85384,28.5384,2.50763,-2.0082
0.883837,2.92641,29.2641,2.72226,-2.40612
0.902628,3.01783,30.1783,2.89016,-2.43818
0.906817,3.11602,31.1602,2.18965,-2.10185
1,3.30884,33.0884,2.99431,-1.9416
0.382334,2.91777,29.1777,4.4612,-3.70056
0.342942,2.54268,25.4268,5.94236,-5.05718
1,2.70003,27.0003,4.22468,-3.66168
0.859202,2.74822,27.4822,3.96992,-3.52129
0.786572,2.73684,27.3684,3.90498,-2.70566
1,2.90612,29.0612,8.7779,-3.59073
1,3.08584,30.8584,8.74514,-6.4326
1,3.27663,32.7663,8.18919,-6.26522
0.105462,2.65896,26.5896,4.80223,-4.25083
0.427464,2.37707,23.7707,5.28935,-5.00193
1,2.52406,25.2406,3.66397,-3.55358
1,2.6801,26.801,3.46994,-3.40036
0.821709,2.69734,26.9734,3.13484,-2.56128
0.803757,2.70008,27.0008,2.01823,-1.77009
1,2.86693,28.6693,1.40532,-1.23859
1,3.04404,30.4404,2.67485,-1.22847
0.903033,3.1393,31.393,1.60933,-1.58702
1,3.33316,33.3316,1.8498,-1.58781
0.805855,3.33857,33.3857,2.34284,-1.85115
1,3.54466,35.4466,2.3027,-2.01479
1,3.76343,37.6343,1.97339,-1.89782
1,3.99564,39.9564,2.64221,-1.14764
0.220826,3.35768,33.5768,3.36508,-3.27963
1,3.56485,35.6485,1.2272,-1.08285
0.773376,3.53598,35.3598,2.37934,-1.1964
0.680831,3.41133,34.1133,4.50047,-1.99843
0.496188,3.11377,31.1377,5.03696,-3.69963
1,3.30584,33.0584,3.11234,-3.05421
0.574978,3.08971,30.8971,3.01699,-2.8872
0.817167,3.10526,31.0526,3.18769,-1.87047
1,3.29673,32.9673,1.62591,-1.294
0.931956,3.4293,34.293,1.79058,-1.47059
1,3.64067,36.4067,2.58092,-1.47787
0.898903,3.74965,37.4965,1.94016,-1.52488
1,3.98067,39.8067,1.51726,-1.44195
0.833893,4.02068,40.2068,3.02125,-1.68012
0.863366,4.0971,40.971,3.10948,-2.55366
0.509598,3.75514,37.5514,2.33177,-2.31383
0.232336,3.16748,31.6748,3.62868,-3.05783
1,3.36258,33.6258,3.85955,-2.29433
0.642911,3.20762,32.0762,1.81292,-1.68093
1,3.40514,34.0514,2.71143,-1.51123
0.280704,2.91441,29.1441,4.08575,-3.59007
1,3.09387,30.9387,2.70795,-2.38383
0.936652,3.22264,32.2264,1.76747,-1.61381
1,3.421,34.21,3.71566,-1.1679
1,3.63151,36.3151,2.35652,-2.0126
0.614148,3.43457,34.3457,3.04998,-2.68464
1,3.64587,36.4587,4.82513,-2.5712
0.0581884,2.91981,29.1981,6.60683,-6.47572
1,3.09946,30.9946,2.95175,-1.33734
0.729916,3.03478,30.3478,3.75686,-2.03154
0.402429,2.69422,26.9422,4.60702,-4.36802
1,2.85996,28.5996,3.47456,-2.25926
0.706793,2.78103,27.8103,4.28906,-3.63466
1,2.95205,29.5205,3.61568,-2.79056
1,3.13356,31.3356,2.63024,-2.29923
0.666338,3.01045,30.1045,2.71266,-1.97502
0.660053,2.88677,28.8677,1.86091,-1.40908
0.371033,2.53915,25.3915,3.66896,-2.15802
1,2.69524,26.9524,2.10804,-1.22385
0.81224,2.70481,27.0481,2.20668,-1.46845
1,2.87102,28.7102,1.42828,-1.31789
1,3.04741,30.4741,2.03092,-1.30345
0.869786,3.11121,31.1121,4.8709,-1.72501
0.380271,2.74433,27.4433,4.21229,-3.55353
1,2.91289,29.1289,1.93187,-1.7601
1,3.09176,30.9176,1.95035,-1.73301
1,3.28157,32.8157,1.50134,-1.20359
0.957306,3.43889,34.3889,1.47011,-1.42417
1,3.64992,36.4992,1.36505,-1.07655
0.511431,3.34826,33.4826,3.61004,-1.83491
0.141185,2.7503,27.503,2.84977,-2.66985
1,2.91909,29.1909,1.9555,-1.25147
0.829887,2.94489,29.4489,1.66037,-1.41094
1,3.12555,31.2555,3.46888,-1.11421
1,3.31726,33.1726,4.15082,-3.1583
1,3.52068,35.2068,6.24588,-3.50184
1,3.73652,37.3652,3.47485,-3.46972
0.95509,3.9128,39.128,2.67191,-1.97303
1,4.15258,41.5258,1.47479,-1.13517
0.533122,3.8344,38.344,2.2005,-2.08123
1,4.06933,40.6933,1.26291,-1.21704
0.916263,4.21216,42.1216,2.17418,-1.33192
0.0162699,3.33428,33.3428,5.06959,-4.83599
1,3.53855,35.3855,1.60758,-1.26543
0.658252,3.39175,33.9175,5.96319,-1.86024
0.804185,3.39552,33.9552,4.99794,-4.932
0.910078,3.50822,35.0822,5.26569,-4.02356
0.0648583,2.81796,28.1796,8.43885,-7.13337
1,2.99056,29.9056,4.0139,-3.5805
0.87439,3.05717,30.5717,2.06482,-2.02246
0.525877,2.81721,28.1721,3.24197,-1.85098
0.993027,2.98351,29.8351,2.39159,-2.12567
0.682866,2.88092,28.8092,3.27275,-1.9997
0.348748,2.51854,25.1854,3.80129,-3.50876
1,2.67273,26.7273,2.35829,-2.13265
0.954937,2.79854,27.9854,6.27688,-1.8283
0.0811836,2.25941,22.5941,6.71632,-6.18533
1,2.39771,23.9771,1.6309,-1.55657
1,2.54445,25.4445,2.11906,-1.515
1,2.70013,27.0013,2.89256,-1.16262
0.818602,2.71481,27.1481,4.10658,-2.99957
0.748039,2.67289,26.7289,4.14158,-3.61145
1,2.83636,28.3636,3.97145,-3.49299
1,3.00979,30.0979,3.63288,-1.58464
0.172534,2.49731,24.9731,4.55042,-4.01781
1,2.65001,26.5001,1.73231,-1.19582
0.928809,2.75313,27.5313,2.40016,-1.20204
0.706481,2.67737,26.7737,2.0957,-1.76699
1,2.841,28.41,2.87871,-1.39011
0.574235,2.65637,26.5637,4.3372,-3.37187
0.857092,2.70152,27.0152,5.28211,-4.21336
0.577507,2.52847,25.2847,9.61765,-4.89932
0.156498,2.08835,20.8835,11.3059,-10.8137
1,2.21598,22.1598,13.6951,-10.7574
0.575349,2.07279,20.7279,9.0069,-8.64085
1,2.19943,21.9943,11.5172,-7.38323
1,2.33378,23.3378,10.8235,-9.95333
0.386765,2.06416,20.6416,10.0608,-9.14039
0.211442,1.73316,17.3316,9.99767,-9.17292
1,1.83904,18.3904,8.81945,-7.81496
1,1.95136,19.5136,2.53602,-2.5272
1,2.07052,20.7052,5.99362,-2.25911
0.972063,2.17879,21.7879,8.35384,-4.40274
1,2.31178,23.1178,2.91957,-2.28593
1,2.45285,24.5285,5.81121,-1.86278
0.892307,2.52068,25.2068,7.08663,-5.89531
0.618924,2.38865,23.8865,5.64722,-5.09737
1,2.53435,25.3435,3.87208,-3.72494
0.348063,2.21629,22.1629,3.60647,-2.59887
0.66014,2.12609,21.2609,5.82167,-3.96177
1,2.25577,22.5577,3.80619,-1.69549
0.804096,2.2583,22.583,4.93371,-3.9349
1,2.39599,23.9599,5.33994,-4.68019
1,2.54205,25.4205,3.51453,-3.48979
0.753825,2.50725,25.0725,3.69295,-3.56673
0.903655,2.58518,25.8518,4.08507,-3.73028
0.862408,2.63314,26.3314,4.65549,-4.0618
1,2.79355,27.9355,4.0974,-3.07147
0.415778,2.49279,24.9279,3.38914,-2.74752
0.784722,2.48129,24.8129,3.39439,-2.61728
1,2.63241,26.3241,1.2682,-1.14269
0.962668,2.76201,27.6201,2.10654,-1.2911
1,2.93015,29.3015,2.37896,-1.12147
0.785027,2.91685,29.1685,2.92612,-1.85995
1,3.09437,30.9437,4.85294,-2.29871
0.126556,2.53491,25.3491,6.65668,-5.40287
1,2.68918,26.8918,3.9231,-2.39338
0.945649,2.8073,28.073,2.95253,-2.72386
1,2.97809,29.7809,2.12506,-1.36679
0.700719,2.89155,28.9155,2.60144,-2.25888
0.681631,2.79174,27.9174,4.85761,-2.78365
0.923894,2.89561,28.9561,9.72779,-4.63714
1,3.07167,30.7167,6.33965,-5.97562
0.30732,2.65494,26.5494,7.22739,-5.91005
0.279187,2.2758,22.758,9.61957,-7.70811
1,2.4142,24.142,6.54005,-5.85232
0.54746,2.24033,22.4033,3.11632,-2.78411
0.977601,2.36086,23.6086,3.95325,-2.72241
0.836848,2.38649,23.8649,4.34358,-4.12376
1,2.53153,25.3153,2.8269,-2.45288
0.852576,2.57091,25.7091,2.13342,-1.94052
0.988392,2.71777,27.1777,2.00865,-1.63236
0.956208,2.84581,28.4581,3.52067,-1.92316
1,3.01864,30.1864,2.56993,-2.48196
1,3.20192,32.0192,2.53589,-1.8619
0.993862,3.39014,33.9014,3.26118,-1.59473
0.227367,2.8624,28.624,4.60183,-4.57848
1,3.03615,30.3615,4.0797,-1.21611
0.794476,3.03084,30.3084,2.49679,-2.22756
0.726307,2.96527,29.6527,2.37598,-2.25341
0.880158,3.0359,30.359,2.29014,-2.0364
1,3.22008,32.2008,1.8707,-1.7686
1,3.4154,34.154,2.61255,-1.815
0.729727,3.34487,33.4487,4.40695,-2.26886
