accept_stat__,stepsize__,int_time__,energy__,lp__
0.819347,2.67804,26.7804,5.24744,-5.00126
0.916929,2.67804,26.7804,3.44482,-2.98418
0.747802,2.67804,26.7804,7.18403,-3.54617
0.165339,2.67804,26.7804,8.72144,-6.75032
1,2.67804,26.7804,5.0354,-4.79473
1,2.67804,26.7804,5.19243,-3.93387
1,2.67804,26.7804,3.09528,-2.11412
1,2.67804,26.7804,2.59338,-2.55872
1,2.67804,26.7804,2.62028,-2.06205
0.862458,2.67804,26.7804,3.5681,-2.44929
0.677141,2.67804,26.7804,3.70814,-3.48026
1,2.67804,26.7804,2.58776,-1.9498
1,2.67804,26.7804,3.4452,-1.34633
0.685998,2.67804,26.7804,3.63188,-3.46344
1,2.67804,26.7804,1.99975,-1.48625
1,2.67804,26.7804,2.16883,-1.28235
1,2.67804,26.7804,1.58998,-1.22449
0.849454,2.67804,26.7804,2.25241,-1.68123
1,2.67804,26.7804,1.59792,-1.39355
1,2.67804,26.7804,1.68189,-1.2518
0.891391,2.67804,26.7804,2.18985,-1.7613
0.945549,2.67804,26.7804,4.13195,-2.1341
0.651533,2.67804,26.7804,3.29766,-2.02732
0.725027,2.67804,26.7804,2.99391,-2.93353
1,2.67804,26.7804,2.4421,-1.79652
0.867957,2.67804,26.7804,2.28333,-2.23461
1,2.67804,26.7804,2.31502,-1.49701
1,2.67804,26.7804,1.54308,-1.21724
0.873445,2.67804,26.7804,1.87003,-1.64119
0.861605,2.67804,26.7804,2.80638,-1.98959
1,2.67804,26.7804,2.10795,-1.70376
1,2.67804,26.7804,1.42913,-1.16886
0.908005,2.67804,26.7804,1.87318,-1.52011
1,2.67804,26.7804,4.37496,-1.31461
0.505549,2.67804,26.7804,5.16533,-4.88458
1,2.67804,26.7804,3.17661,-1.74738
0.518481,2.67804,26.7804,4.60041,-3.65554
1,2.67804,26.7804,1.81947,-1.54907
1,2.67804,26.7804,2.22475,-1.45258
1,2.67804,26.7804,1.79082,-1.09066
0.683701,2.67804,26.7804,3.15273,-1.84509
0.981541,2.67804,26.7804,4.24211,-2.57837
1,2.67804,26.7804,3.62475,-1.42678
0.69373,2.67804,26.7804,4.01123,-2.95516
0.541782,2.67804,26.7804,5.43797,-4.22158
1,2.67804,26.7804,4.40411,-2.2573
0.298185,2.67804,26.7804,4.17501,-3.74072
1,2.67804,26.7804,3.54331,-2.86806
1,2.67804,26.7804,1.74884,-1.25126
0.922255,2.67804,26.7804,3.50286,-1.54492
0.588763,2.67804,26.7804,2.82671,-1.95311
1,2.67804,26.7804,1.13601,-1.02837
0.980012,2.67804,26.7804,3.62351,-1.08066
0.455322,2.67804,26.7804,7.19657,-3.72631
1,2.67804,26.7804,5.6047,-5.56384
1,2.67804,26.7804,1.32468,-1.16794
0.970087,2.67804,26.7804,1.61387,-1.29987
0.949446,2.67804,26.7804,2.13619,-1.43116
1,2.67804,26.7804,2.33999,-1.45537
1,2.67804,26.7804,1.59775,-1.30925
0.972959,2.67804,26.7804,1.53546,-1.37892
1,2.67804,26.7804,2.9779,-1.23676
0.592869,2.67804,26.7804,4.24769,-2.70551
1,2.67804,26.7804,3.62721,-3.25258
1,2.67804,26.7804,3.03269,-1.58654
1,2.67804,26.7804,2.67725,-2.32494
0.978554,2.67804,26.7804,2.86852,-2.62837
0.866953,2.67804,26.7804,5.52946,-3.01005
0.482033,2.67804,26.7804,5.93115,-5.20263
1,2.67804,26.7804,3.24482,-2.72698
1,2.67804,26.7804,4.63367,-2.68148
1,2.67804,26.7804,5.35965,-3.80876
1,2.67804,26.7804,1.75149,-1.37304
1,2.67804,26.7804,2.87575,-1.40551
1,2.67804,26.7804,2.5073,-1.27386
0.657366,2.67804,26.7804,3.27334,-2.45273
1,2.67804,26.7804,2.67891,-2.10794
1,2.67804,26.7804,2.16624,-1.97544
1,2.67804,26.7804,2.77864,-1.46552
0.886064,2.67804,26.7804,2.91932,-2.52935
1,2.67804,26.7804,2.3748,-1.17136
0.814022,2.67804,26.7804,1.99338,-1.56351
1,2.67804,26.7804,3.77105,-1.79392
0.688431,2.67804,26.7804,2.41546,-2.12497
1,2.67804,26.7804,1.56147,-1.14779
0.849215,2.67804,26.7804,1.79594,-1.67927
1,2.67804,26.7804,1.50095,-1.10562
0.87347,2.67804,26.7804,2.66255,-1.61394
0.902921,2.67804,26.7804,3.10773,-1.61881
1,2.67804,26.7804,3.83865,-3.05706
0.588382,2.67804,26.7804,4.12208,-3.88054
1,2.67804,26.7804,3.73501,-3.25865
0.852109,2.67804,26.7804,3.89905,-3.24343
0.804481,2.67804,26.7804,4.79691,-3.63063
0.378783,2.67804,26.7804,5.16784,-4.8291
1,2.67804,26.7804,4.18806,-3.06555
0.59558,2.67804,26.7804,9.4468,-4.33963
1,2.67804,26.7804,1.8705,-1.75269
1,2.67804,26.7804,2.08065,-1.19164
0.909011,2.67804,26.7804,1.58702,-1.44568
1,2.67804,26.7804,1.48348,-1.15936
0.883632,2.67804,26.7804,1.94076,-1.44112
1,2.67804,26.7804,1.54922,-1.31729
1,2.67804,26.7804,3.75041,-1.17765
0.405876,2.67804,26.7804,2.73492,-2.38996
1,2.67804,26.7804,1.59184,-1.55229
1,2.67804,26.7804,2.44835,-1.05594
0.611332,2.67804,26.7804,4.39591,-2.92501
1,2.67804,26.7804,4.54147,-3.86614
0.998483,2.67804,26.7804,4.51781,-4.38757
1,2.67804,26.7804,4.14884,-3.7248
1,2.67804,26.7804,4.19494,-3.6971
0.534355,2.67804,26.7804,4.53398,-4.29498
0.721379,2.67804,26.7804,4.18045,-3.37914
0.54687,2.67804,26.7804,4.3746,-3.82732
1,2.67804,26.7804,4.27826,-3.54253
0.580833,2.67804,26.7804,6.11168,-4.40297
1,2.67804,26.7804,3.88099,-3.43976
1,2.67804,26.7804,2.52913,-2.23768
1,2.67804,26.7804,3.63485,-1.87304
0.517141,2.67804,26.7804,4.2022,-4.02839
1,2.67804,26.7804,5.37476,-2.59055
1,2.67804,26.7804,5.43069,-4.79239
0.990258,2.67804,26.7804,5.94776,-3.88803
1,2.67804,26.7804,5.59853,-3.99018
0.372757,2.67804,26.7804,4.79296,-3.64467
0.320703,2.67804,26.7804,6.13067,-5.71441
1,2.67804,26.7804,3.64903,-3.41778
0.698686,2.67804,26.7804,4.29059,-3.66557
0.834797,2.67804,26.7804,3.98581,-3.58936
1,2.67804,26.7804,4.27372,-3.38714
1,2.67804,26.7804,3.30935,-2.68157
1,2.67804,26.7804,3.52059,-2.90519
1,2.67804,26.7804,1.50573,-1.34627
1,2.67804,26.7804,1.90806,-1.31447
1,2.67804,26.7804,1.07037,-1.04477
1,2.67804,26.7804,1.61,-1.03085
0.79665,2.67804,26.7804,1.50608,-1.27581
0.956307,2.67804,26.7804,2.18036,-1.40276
0.902267,2.67804,26.7804,2.45084,-1.57714
1,2.67804,26.7804,1.85351,-1.58189
1,2.67804,26.7804,1.57559,-1.40196
1,2.67804,26.7804,1.83654,-1.16005
0.861926,2.67804,26.7804,5.34322,-1.9813
0.576206,2.67804,26.7804,7.69824,-5.47871
1,2.67804,26.7804,3.88774,-3.31211
0.876878,2.67804,26.7804,4.22935,-3.52917
1,2.67804,26.7804,6.07037,-3.42574
0.256308,2.67804,26.7804,8.67344,-5.83103
1,2.67804,26.7804,7.12358,-6.28936
0.308262,2.67804,26.7804,7.20878,-7.2038
1,2.67804,26.7804,3.69576,-1.68074
0.720971,2.67804,26.7804,3.58834,-3.2016
1,2.67804,26.7804,2.63123,-1.25257
0.631031,2.67804,26.7804,2.92391,-2.7954
0.709502,2.67804,26.7804,3.23962,-1.93143
1,2.67804,26.7804,2.74333,-2.53608
0.548528,2.67804,26.7804,2.28619,-2.20024
0.538349,2.67804,26.7804,1.66336,-1.451
1,2.67804,26.7804,3.33791,-1.32632
0.708566,2.67804,26.7804,2.88733,-2.42349
0.846211,2.67804,26.7804,3.76545,-2.55819
1,2.67804,26.7804,4.80342,-3.08649
0.47022,2.67804,26.7804,4.43367,-2.10316
1,2.67804,26.7804,1.88323,-1.28264
0.850202,2.67804,26.7804,1.39426,-1.31561
1,2.67804,26.7804,3.06097,-1.16684
0.529026,2.67804,26.7804,4.90243,-3.46096
1,2.67804,26.7804,3.10049,-2.80727
0.994421,2.67804,26.7804,4.56502,-2.91405
1,2.67804,26.7804,2.2869,-2.03078
0.966003,2.67804,26.7804,2.44189,-2.09137
0.973187,2.67804,26.7804,3.97015,-1.99964
0.433639,2.67804,26.7804,5.11413,-4.36145
1,2.67804,26.7804,2.98865,-2.27909
1,2.67804,26.7804,1.476,-1.08094
0.882989,2.67804,26.7804,6.54021,-1.47384
0.172931,2.67804,26.7804,7.9977,-5.69968
1,2.67804,26.7804,2.34884,-2.25089
1,2.67804,26.7804,1.98834,-1.78521
0.880025,2.67804,26.7804,2.52274,-2.03114
1,2.67804,26.7804,2.20478,-1.18099
0.826284,2.67804,26.7804,3.57796,-2.15836
0.873001,2.67804,26.7804,5.70251,-3.56353
1,2.67804,26.7804,3.87114,-2.75304
0.981663,2.67804,26.7804,3.35214,-3.2633
0.906676,2.67804,26.7804,2.33314,-2.00645
0.922827,2.67804,26.7804,3.37916,-2.28714
1,2.67804,26.7804,2.18116,-1.59762
1,2.67804,26.7804,2.13717,-1.56827
1,2.67804,26.7804,2.00079,-1.33347
0.946743,2.67804,26.7804,1.89898,-1.65134
1,2.67804,26.7804,3.68712,-1.52149
0.713458,2.67804,26.7804,3.22206,-2.15596
1,2.67804,26.7804,3.60457,-2.55154
0.602206,2.67804,26.7804,6.89346,-2.95013
0.821813,2.67804,26.7804,3.91412,-2.98649
1,2.67804,26.7804,2.6416,-2.47771
1,2.67804,26.7804,2.61793,-2.19855
1,2.67804,26.7804,2.38113,-1.8749
0.896068,2.67804,26.7804,2.93149,-1.81375
0.498001,2.67804,26.7804,3.66677,-3.31382
0.920817,2.67804,26.7804,3.05768,-3.04081
1,2.67804,26.7804,3.65314,-2.24141
1,2.67804,26.7804,6.73445,-3.50349
1,2.67804,26.7804,6.64461,-5.37011
1,2.67804,26.7804,6.06196,-5.27446
0.66403,2.67804,26.7804,7.05247,-5.9607
1,2.67804,26.7804,1.27539,-1.15478
1,2.67804,26.7804,2.33246,-1.17456
1,2.67804,26.7804,5.61642,-1.51317
0.434249,2.67804,26.7804,9.61043,-5.96331
1,2.67804,26.7804,10.7952,-7.3912
0.112568,2.67804,26.7804,5.77139,-5.55515
0.0679883,2.67804,26.7804,7.22732,-6.18241
0.301471,2.67804,26.7804,8.61175,-8.14147
1,2.67804,26.7804,4.15823,-3.92891
1,2.67804,26.7804,3.92638,-3.86732
0.895067,2.67804,26.7804,3.43429,-3.20206
1,2.67804,26.7804,1.95759,-1.90797
1,2.67804,26.7804,3.28259,-1.68994
0.715955,2.67804,26.7804,3.2236,-2.90417
1,2.67804,26.7804,2.21602,-1.63186
1,2.67804,26.7804,2.63029,-1.50471
0.740237,2.67804,26.7804,2.2472,-2.02769
1,2.67804,26.7804,2.12536,-1.8882
1,2.67804,26.7804,2.89399,-1.8645
0.953825,2.67804,26.7804,5.60131,-2.86047
1,2.67804,26.7804,5.55449,-3.98965
0.430852,2.67804,26.7804,3.66991,-3.65915
0.395136,2.67804,26.7804,4.52505,-4.50004
0.330535,2.67804,26.7804,3.1254,-2.57066
0.0648917,2.67804,26.7804,5.32618,-4.93071
1,2.67804,26.7804,5.10853,-3.598
1,2.67804,26.7804,4.43333,-4.24396
1,2.67804,26.7804,3.02487,-3.02449
1,2.67804,26.7804,3.02789,-2.25886
0.612521,2.67804,26.7804,3.65412,-3.36773
0.910115,2.67804,26.7804,3.06304,-2.49033
1,2.67804,26.7804,1.85375,-1.28876
1,2.67804,26.7804,2.89303,-1.15376
0.657141,2.67804,26.7804,5.81808,-2.3632
1,2.67804,26.7804,4.01503,-3.80696
0.76068,2.67804,26.7804,5.38242,-4.16734
0.707749,2.67804,26.7804,6.63756,-5.49085
1,2.67804,26.7804,6.17075,-5.44383
0.815271,2.67804,26.7804,5.83012,-5.24711
0.887749,2.67804,26.7804,6.21636,-4.54276
1,2.67804,26.7804,3.9909,-3.97614
1,2.67804,26.7804,4.05258,-3.68279
0.941063,2.67804,26.7804,4.1225,-4.09609
0.989776,2.67804,26.7804,5.51699,-3.76972
1,2.67804,26.7804,5.63734,-4.10399
1,2.67804,26.7804,4.20224,-3.8731
1,2.67804,26.7804,5.75085,-3.01714
0.261821,2.67804,26.7804,5.52945,-5.26834
1,2.67804,26.7804,2.73138,-1.30444
0.740112,2.67804,26.7804,2.98007,-2.91183
1,2.67804,26.7804,3.49255,-2.28232
1,2.67804,26.7804,1.28756,-1.25552
1,2.67804,26.7804,3.87845,-1.12174
0.404851,2.67804,26.7804,1.81822,-1.72727
1,2.67804,26.7804,1.45097,-1.21737
0.918013,2.67804,26.7804,1.60192,-1.43773
1,2.67804,26.7804,1.51804,-1.19189
0.878384,2.67804,26.7804,2.60629,-1.63311
0.800047,2.67804,26.7804,3.18825,-1.8697
0.94115,2.67804,26.7804,2.70106,-2.40541
1,2.67804,26.7804,2.71292,-2.1189
1,2.67804,26.7804,3.53015,-1.31844
0.804093,2.67804,26.7804,3.73861,-2.87125
1,2.67804,26.7804,2.50478,-1.27109
0.609278,2.67804,26.7804,3.28515,-2.68887
1,2.67804,26.7804,3.90137,-1.66525
0.601177,2.67804,26.7804,5.36865,-3.61896
1,2.67804,26.7804,3.29165,-1.94463
1,2.67804,26.7804,6.05476,-2.55353
0.882657,2.67804,26.7804,4.50202,-2.38057
0.486921,2.67804,26.7804,2.6778,-2.52109
0.584116,2.67804,26.7804,3.95446,-2.15415
1,2.67804,26.7804,1.90585,-1.62581
0.947091,2.67804,26.7804,2.42371,-1.82995
1,2.67804,26.7804,1.96302,-1.87077
1,2.67804,26.7804,2.84213,-1.30986
0.436527,2.67804,26.7804,4.74872,-3.49331
0.411117,2.67804,26.7804,4.39319,-4.25827
1,2.67804,26.7804,3.75224,-2.98226
1,2.67804,26.7804,3.3934,-2.12833
1,2.67804,26.7804,5.91813,-2.94523
1,2.67804,26.7804,3.60321,-3.49908
0.557815,2.67804,26.7804,5.13302,-4.09898
0.371904,2.67804,26.7804,4.68586,-4.14626
1,2.67804,26.7804,3.91984,-3.84806
0.986556,2.67804,26.7804,4.32222,-3.75683
1,2.67804,26.7804,3.40892,-3.30556
1,2.67804,26.7804,2.40426,-2.28233
0.988435,2.67804,26.7804,2.62753,-2.35909
0.995707,2.67804,26.7804,3.17242,-2.206
0.948923,2.67804,26.7804,2.93318,-2.82957
1,2.67804,26.7804,3.17572,-2.03409
0.788946,2.67804,26.7804,7.85792,-3.31483
0.211363,2.67804,26.7804,7.56665,-7.17244
1,2.67804,26.7804,4.96381,-2.49763
0.832031,2.67804,26.7804,4.38251,-2.0163
0.318662,2.67804,26.7804,5.97041,-4.93629
1,2.67804,26.7804,4.68619,-2.84518
1,2.67804,26.7804,3.15598,-1.12838
0.593451,2.67804,26.7804,4.50566,-3.30687
0.528283,2.67804,26.7804,4.05374,-3.97791
1,2.67804,26.7804,4.66469,-3.85971
1,2.67804,26.7804,6.04048,-3.72464
0.780452,2.67804,26.7804,6.20481,-6.18767
1,2.67804,26.7804,3.53418,-2.99029
0.379165,2.67804,26.7804,4.90579,-3.95859
1,2.67804,26.7804,5.1393,-4.16735
1,2.67804,26.7804,2.84031,-2.2163
0.827702,2.67804,26.7804,4.38254,-3.00055
1,2.67804,26.7804,3.48319,-3.42463
1,2.67804,26.7804,3.55592,-2.99964
0.994852,2.67804,26.7804,4.03042,-3.32418
0.956373,2.67804,26.7804,2.29535,-1.73255
0.712839,2.67804,26.7804,3.79676,-2.46374
1,2.67804,26.7804,4.10069,-3.16219
1,2.67804,26.7804,3.60205,-2.80159
0.789741,2.67804,26.7804,3.82242,-3.55356
0.799272,2.67804,26.7804,2.92762,-2.92484
0.659598,2.67804,26.7804,3.63226,-2.33389
0.774444,2.67804,26.7804,3.86898,-3.74164
1,2.67804,26.7804,3.36381,-1.57855
0.966831,2.67804,26.7804,5.34162,-3.10371
0.559212,2.67804,26.7804,3.15804,-3.00471
0.674055,2.67804,26.7804,2.62086,-1.82562
0.221493,2.67804,26.7804,4.14145,-3.54261
1,2.67804,26.7804,2.42998,-1.95521
0.996556,2.67804,26.7804,4.06115,-2.17145
0.320754,2.67804,26.7804,3.07857,-2.85607
1,2.67804,26.7804,2.48917,-2.11403
1,2.67804,26.7804,3.12775,-1.7755
1,2.67804,26.7804,3.10699,-2.72076
1,2.67804,26.7804,2.85849,-2.28653
1,2.67804,26.7804,2.70616,-2.32588
0.977054,2.67804,26.7804,3.35383,-1.37559
0.297748,2.67804,26.7804,3.74557,-2.60303
1,2.67804,26.7804,3.11223,-2.22436
0.825786,2.67804,26.7804,3.14511,-2.64519
1,2.67804,26.7804,3.81445,-1.34855
0.562381,2.67804,26.7804,3.20213,-2.64145
1,2.67804,26.7804,1.87406,-1.83859
1,2.67804,26.7804,2.69544,-1.31352
0.505144,2.67804,26.7804,2.92974,-2.8424
1,2.67804,26.7804,3.38337,-2.26983
1,2.67804,26.7804,4.23348,-2.59567
0.742332,2.67804,26.7804,2.82598,-2.80262
1,2.67804,26.7804,3.0239,-2.18042
0.742675,2.67804,26.7804,3.94138,-3.24404
0.987991,2.67804,26.7804,3.77766,-3.31855
0.491378,2.67804,26.7804,4.74835,-3.7628
0.829035,2.67804,26.7804,4.722,-3.93729
1,2.67804,26.7804,6.14887,-3.71333
1,2.67804,26.7804,6.33606,-5.56632
0.328744,2.67804,26.7804,6.30085,-3.83208
0.171202,2.67804,26.7804,5.35525,-5.24625
0.561328,2.67804,26.7804,5.08339,-3.98382
0.663001,2.67804,26.7804,4.658,-2.4316
1,2.67804,26.7804,1.5127,-1.50217
1,2.67804,26.7804,1.64119,-1.19491
0.960193,2.67804,26.7804,2.3623,-1.59198
1,2.67804,26.7804,1.34671,-1.04818
0.888592,2.67804,26.7804,1.59743,-1.3913
1,2.67804,26.7804,1.52767,-1.35909
1,2.67804,26.7804,1.58788,-1.33332
0.935303,2.67804,26.7804,2.24204,-1.51493
1,2.67804,26.7804,1.29065,-1.22824
0.996541,2.67804,26.7804,1.78416,-1.22674
0.808586,2.67804,26.7804,6.66166,-1.37272
0.186743,2.67804,26.7804,7.41464,-7.04231
1,2.67804,26.7804,3.67775,-1.52837
0.674854,2.67804,26.7804,2.81012,-2.68279
1,2.67804,26.7804,2.94397,-1.57814
0.735913,2.67804,26.7804,3.62407,-3.18645
1,2.67804,26.7804,2.46521,-2.17153
1,2.67804,26.7804,3.19555,-2.04758
1,2.67804,26.7804,4.17261,-2.81403
0.6125,2.67804,26.7804,5.8067,-4.44351
1,2.67804,26.7804,5.21145,-4.88847
1,2.67804,26.7804,3.88599,-1.9569
0.799215,2.67804,26.7804,3.24006,-2.07592
0.913241,2.67804,26.7804,4.00946,-2.56711
0.860109,2.67804,26.7804,3.61393,-3.4398
0.937939,2.67804,26.7804,2.52394,-2.28028
0.868678,2.67804,26.7804,5.96297,-1.98358
1,2.67804,26.7804,6.149,-5.60774
0.9823,2.67804,26.7804,5.06928,-4.90353
1,2.67804,26.7804,2.24199,-1.72654
0.924664,2.67804,26.7804,3.93581,-1.81599
0.788979,2.67804,26.7804,2.4799,-2.26868
0.928591,2.67804,26.7804,3.30582,-2.00735
0.662599,2.67804,26.7804,3.62785,-3.39999
0.567805,2.67804,26.7804,3.34763,-2.84596
1,2.67804,26.7804,2.42315,-2.38623
1,2.67804,26.7804,2.15352,-1.97924
0.968136,2.67804,26.7804,2.51464,-2.08196
0.826777,2.67804,26.7804,3.08151,-2.35936
1,2.67804,26.7804,4.016,-2.55485
1,2.67804,26.7804,3.99307,-3.04132
0.478162,2.67804,26.7804,4.63952,-3.68509
1,2.67804,26.7804,1.29334,-1.07716
0.93048,2.67804,26.7804,2.77105,-1.26833
0.740583,2.67804,26.7804,5.20411,-2.36222
1,2.67804,26.7804,6.36115,-3.56668
1,2.67804,26.7804,5.07351,-4.93379
1,2.67804,26.7804,2.4059,-2.40448
1,2.67804,26.7804,3.67717,-2.05054
0.483095,2.67804,26.7804,3.66804,-3.3951
1,2.67804,26.7804,2.4776,-2.40315
0.754737,2.67804,26.7804,2.30736,-2.14921
0.911468,2.67804,26.7804,3.51707,-2.35911
0.707681,2.67804,26.7804,3.17055,-2.96687
1,2.67804,26.7804,1.48429,-1.47835
1,2.67804,26.7804,3.7032,-1.0315
0.53474,2.67804,26.7804,3.37453,-2.05105
1,2.67804,26.7804,3.30936,-1.19453
0.560556,2.67804,26.7804,4.94558,-3.31811
0.76042,2.67804,26.7804,4.3109,-4.07674
1,2.67804,26.7804,4.00917,-3.64666
1,2.67804,26.7804,3.38543,-2.77935
1,2.67804,26.7804,3.29691,-2.15762
0.562407,2.67804,26.7804,3.97895,-3.23435
1,2.67804,26.7804,3.08202,-2.36539
1,2.67804,26.7804,2.99157,-2.38088
0.811188,2.67804,26.7804,3.41145,-2.41767
1,2.67804,26.7804,2.85564,-2.54971
1,2.67804,26.7804,1.43195,-1.2341
1,2.67804,26.7804,1.47828,-1.15149
0.891481,2.67804,26.7804,2.02257,-1.52624
1,2.67804,26.7804,2.33149,-1.23087
0.721956,2.67804,26.7804,2.62555,-1.936
1,2.67804,26.7804,1.67969,-1.38696
1,2.67804,26.7804,1.56804,-1.35316
0.966611,2.67804,26.7804,2.60821,-1.46985
1,2.67804,26.7804,3.64311,-1.25742
0.224322,2.67804,26.7804,3.85312,-3.81259
1,2.67804,26.7804,2.64117,-1.15533
0.655998,2.67804,26.7804,2.88958,-2.7516
1,2.67804,26.7804,3.96019,-1.9829
0.78887,2.67804,26.7804,2.23218,-2.01925
0.983466,2.67804,26.7804,3.41833,-2.20991
0.583501,2.67804,26.7804,6.25454,-3.70122
1,2.67804,26.7804,8.53906,-3.89285
1,2.67804,26.7804,8.01033,-7.57084
1,2.67804,26.7804,4.63254,-4.54701
0.626338,2.67804,26.7804,3.52297,-2.78786
0.994753,2.67804,26.7804,5.60015,-3.2666
1,2.67804,26.7804,5.96407,-5.06821
1,2.67804,26.7804,1.75151,-1.54718
0.917629,2.67804,26.7804,2.33288,-1.7621
1,2.67804,26.7804,2.75015,-1.71865
1,2.67804,26.7804,2.61568,-1.88536
1,2.67804,26.7804,2.36504,-1.14123
0.591758,2.67804,26.7804,2.98285,-2.34443
1,2.67804,26.7804,6.5508,-1.40365
0.147137,2.67804,26.7804,6.17812,-6.01291
1,2.67804,26.7804,2.80198,-1.44295
0.682463,2.67804,26.7804,6.11188,-2.85818
1,2.67804,26.7804,6.06131,-4.68825
1,2.67804,26.7804,7.03012,-5.62049
0.451523,2.67804,26.7804,6.88548,-6.54504
1,2.67804,26.7804,2.47499,-2.0618
0.881803,2.67804,26.7804,2.43756,-2.39045
1,2.67804,26.7804,2.19974,-1.74091
0.998903,2.67804,26.7804,2.0637,-1.74238
1,2.67804,26.7804,4.06638,-1.79685
0.663008,2.67804,26.7804,5.00448,-4.18833
1,2.67804,26.7804,4.25559,-2.75085
1,2.67804,26.7804,1.60113,-1.14367
0.793171,2.67804,26.7804,1.8185,-1.63336
1,2.67804,26.7804,3.81707,-1.38695
0.59336,2.67804,26.7804,4.1529,-3.28883
1,2.67804,26.7804,3.50306,-3.42762
0.386662,2.67804,26.7804,4.61577,-4.43845
0.750457,2.67804,26.7804,3.7704,-2.88728
0.575931,2.67804,26.7804,2.5948,-2.36342
1,2.67804,26.7804,1.73347,-1.26036
0.975121,2.67804,26.7804,1.87881,-1.68632
0.932343,2.67804,26.7804,2.1399,-1.91675
0.976168,2.67804,26.7804,4.31062,-2.06986
1,2.67804,26.7804,4.14052,-3.72305
0.845424,2.67804,26.7804,3.24615,-2.41702
0.987491,2.67804,26.7804,4.09747,-3.13222
0.895751,2.67804,26.7804,3.29114,-2.92755
0.711317,2.67804,26.7804,3.99216,-2.57538
0.715542,2.67804,26.7804,2.11798,-1.49533
0.131245,2.67804,26.7804,5.48361,-3.16833
1,2.67804,26.7804,4.14582,-3.7637
1,2.67804,26.7804,2.94046,-2.85128
1,2.67804,26.7804,1.82925,-1.61267
0.842446,2.67804,26.7804,5.24883,-1.99337
0.440762,2.67804,26.7804,7.41458,-6.05694
1,2.67804,26.7804,5.34232,-2.62033
1,2.67804,26.7804,3.45898,-2.60991
1,2.67804,26.7804,3.37022,-1.53892
0.690582,2.67804,26.7804,5.17931,-3.42155
1,2.67804,26.7804,2.74597,-1.53092
0.907433,2.67804,26.7804,2.6275,-2.43258
1,2.67804,26.7804,1.77991,-1.23842
0.781878,2.67804,26.7804,3.69735,-1.94915
1,2.67804,26.7804,3.11274,-3.101
1,2.67804,26.7804,2.46483,-2.4493
1,2.67804,26.7804,2.74025,-2.23968
0.839352,2.67804,26.7804,4.23347,-2.79703
0.75348,2.67804,26.7804,4.03441,-3.60349
1,2.67804,26.7804,3.69892,-2.571
0.916996,2.67804,26.7804,4.00068,-3.72885
0.946729,2.67804,26.7804,3.62041,-3.51272
0.404019,2.67804,26.7804,6.48183,-4.51172
1,2.67804,26.7804,1.63464,-1.47731
1,2.67804,26.7804,3.25945,-1.4726
0.654438,2.67804,26.7804,2.89488,-2.63423
1,2.67804,26.7804,1.57776,-1.29216
0.89171,2.67804,26.7804,3.14351,-1.61509
0.754636,2.67804,26.7804,6.56388,-3.0787
0.223711,2.67804,26.7804,8.99028,-7.52997
1,2.67804,26.7804,4.84871,-4.05521
0.451128,2.67804,26.7804,7.63273,-3.92942
0.602484,2.67804,26.7804,10.4838,-7.80663
1,2.67804,26.7804,9.34931,-8.28116
0.410024,2.67804,26.7804,10.1469,-7.28607
0.967204,2.67804,26.7804,4.47607,-4.40654
0.031849,2.67804,26.7804,9.44627,-6.87502
0.0935758,2.67804,26.7804,10.8426,-10.034
1,2.67804,26.7804,12.5106,-8.36047
0.0733638,2.67804,26.7804,13.9839,-13.2209
1,2.67804,26.7804,7.91496,-7.5259
0.7134,2.67804,26.7804,5.67479,-4.59274
0.0147577,2.67804,26.7804,6.48781,-3.38227
0.0010387,2.67804,26.7804,8.19573,-8.05533
0.297273,2.67804,26.7804,3.74449,-3.56117
0.546038,2.67804,26.7804,3.15065,-2.96781
0.836303,2.67804,26.7804,3.20292,-2.81542
1,2.67804,26.7804,6.68019,-2.52587
1,2.67804,26.7804,5.09385,-4.64914
0.930251,2.67804,26.7804,3.76241,-2.94147
0.123786,2.67804,26.7804,4.76984,-4.60885
0.892226,2.67804,26.7804,5.54456,-4.43131
0.528606,2.67804,26.7804,5.79961,-3.12619
0.0838145,2.67804,26.7804,6.24849,-5.862
1,2.67804,26.7804,6.48899,-4.82425
1,2.67804,26.7804,5.08249,-4.95918
0.525992,2.67804,26.7804,5.03179,-4.45922
0.829885,2.67804,26.7804,5.84076,-3.17905
0.527269,2.67804,26.7804,5.6412,-5.49597
0.276329,2.67804,26.7804,5.33251,-3.96225
0.466091,2.67804,26.7804,5.05941,-4.41716
0.328127,2.67804,26.7804,5.60756,-4.31306
0.715131,2.67804,26.7804,5.14298,-4.72899
0.924517,2.67804,26.7804,6.05031,-4.81437
1,2.67804,26.7804,6.75973,-5.89209
1,2.67804,26.7804,5.40843,-5.35577
1,2.67804,26.7804,4.24959,-3.89957
1,2.67804,26.7804,5.76505,-3.22658
0.173305,2.67804,26.7804,9.5828,-6.84164
1,2.67804,26.7804,5.88312,-5.77658
0.790062,2.67804,26.7804,2.29689,-2.1693
1,2.67804,26.7804,3.14068,-1.91452
0.738831,2.67804,26.7804,3.26376,-3.21085
1,2.67804,26.7804,1.92249,-1.46526
1,2.67804,26.7804,2.79395,-1.81045
0.814921,2.67804,26.7804,4.19368,-2.9833
1,2.67804,26.7804,3.4691,-2.84404
0.417393,2.67804,26.7804,4.19938,-3.71662
