-8.82031,11.5844,-3.92211,-0.726137,1.30999,2.18532,1.26418,-0.115384,-1.32564,-0.0428326,0.376404,0.390251,1.0641,1.85986,2.59814,3.50961,3.93487,4.67501,5.28474,3.27769,-2.2815,-2.3054,-3.28776,-4.0988,-5.15459,-8.44734,3.0396,2.72531,2.42491,1.64173,1.13523,0.590334,-0.0946919,-0.991667,-1.64957,-2.44094,-2.87181,-3.35505
-8.80835,11.687,-4.13597,-0.84035,1.11884,2.10452,1.37847,0.347147,-1.28996,-0.061513,0.42458,0.495145,1.11562,1.8447,2.73685,3.68488,4.19464,4.89508,5.4937,3.18994,-2.46296,-2.53956,-3.77499,-4.80578,-5.1825,-8.0339,3.25101,2.99747,2.53343,1.72827,1.22041,0.386069,-0.169847,-1.02396,-1.7174,-2.51932,-3.0995,-3.5184
-8.68825,11.5719,-4.1593,-0.674468,1.38322,2.16635,1.26883,-0.00217646,-1.50429,-0.462637,-0.0179368,-0.036622,0.90551,1.67544,2.75356,3.66112,4.16509,4.75567,5.08167,2.31861,-2.2949,-2.63847,-2.86503,-4.20151,-5.53161,-5.61711,2.6532,2.7682,2.76348,2.07353,1.56256,0.683537,-0.209848,-1.03665,-1.7326,-2.62509,-3.13059,-3.67696
-8.52861,11.3948,-4.1351,-0.606699,1.42417,2.2505,1.28114,-0.2005,-1.4213,-0.310988,0.136341,0.0569162,0.769505,1.54533,2.65441,3.51789,4.04905,4.61196,4.97005,2.57845,-2.28726,-2.64949,-2.83927,-3.90597,-5.29312,-6.09812,2.61743,2.71849,2.63765,1.91661,1.45655,0.606998,-0.0784321,-0.905644,-1.70237,-2.57809,-3.03689,-3.54011
-8.0586,11.0648,-3.69228,-0.392684,1.44396,2.17895,1.11229,-0.616102,-1.31624,0.00409918,0.223905,0.0593607,0.645454,1.224,2.08014,2.82803,3.18312,3.454,3.56795,0.160307,-1.86048,-2.01929,-2.24277,-2.66069,-2.87661,-4.39527,1.91842,2.08467,2.14869,1.59271,0.970582,0.402278,-0.233821,-0.758237,-1.46106,-1.97526,-2.25977,-2.50437
-7.68835,10.8651,-3.43656,-0.420646,1.357,2.03474,1.09685,-0.559832,-1.18646,-0.0724176,0.152696,0.0295659,0.402127,1.02855,1.64295,2.31276,2.84996,3.17266,3.37123,2.1599,-1.8895,-1.65426,-2.14196,-2.74219,-3.84176,-3.59533,1.63643,1.68512,1.85718,1.3245,1.06771,0.493382,-0.0776949,-0.587241,-1.07765,-1.78429,-2.14776,-2.41466
-7.15515,10.4054,-3.35799,-0.33623,1.38025,1.99831,1.08921,-0.707288,-0.99011,0.0568088,0.235752,0.0343303,0.278924,0.835632,1.34898,1.94339,2.42007,2.67782,2.78874,1.62597,-1.55522,-1.28055,-1.68545,-2.3688,-3.31355,-3.05627,1.11381,1.30014,1.59388,1.09991,0.97406,0.433249,-0.0397616,-0.404641,-0.848208,-1.55643,-1.821,-1.97101
-7.5957,10.7657,-3.82047,-0.566256,1.35676,2.12435,1.24325,-0.278499,-1.23934,-0.0533671,0.249963,-0.128956,0.318582,1.10367,1.75655,2.55503,3.2401,3.72886,4.10144,2.77231,-1.9266,-2.01085,-2.43061,-3.80011,-4.2247,-3.92502,1.99923,2.01224,1.99478,1.38595,1.02103,0.413339,0.0352086,-0.53474,-1.15081,-1.9046,-2.40015,-2.86106
-7.1789,10.3198,-3.91653,-0.672463,1.26198,2.03936,1.37202,-0.0614421,-1.39469,-0.320658,0.0325302,-0.1012,0.611116,1.42318,2.17761,3.07078,3.48541,4.09259,4.50609,1.6986,-2.21073,-1.93471,-2.33747,-3.6807,-4.48566,-4.53733,2.03924,2.40384,2.34785,1.80268,1.27037,0.746502,-0.106165,-0.973934,-1.56042,-2.32068,-2.66696,-3.09537
-8.2016,11.2193,-3.99957,-0.805015,1.26795,2.06198,1.40262,0.174678,-1.57926,-0.40202,0.0425151,0.0419823,0.756217,1.58798,2.49073,3.38608,4.04133,4.59495,5.25457,1.52747,-2.59917,-2.37152,-2.7456,-4.30458,-5.12699,-4.68957,2.55391,2.76996,2.61791,2.04851,1.31328,0.704246,-0.171547,-0.97721,-1.70905,-2.59851,-3.07851,-3.49352
