-8.82031,11.5844,-0.43549,-0.0761878,0.138048,0.232926,0.133163,-0.0120836,-0.13972,-0.00448545,0.0394374,0.0408898,0.111896,0.197265,0.278995,0.385019,0.437081,0.53283,0.617816,0.357385,-0.24357,-0.246223,-0.358575,-0.457684,-0.599141,-1.22107,1.41302,1.15262,0.953896,0.566952,0.372576,0.187615,-0.0297571,-0.322028,-0.57021,-0.963566,-1.26588,-1.75966
-8.80835,11.687,-0.4624,-0.0882291,0.117704,0.224024,0.145364,0.0363692,-0.135913,-0.00644171,0.0444913,0.0518979,0.117362,0.195615,0.294717,0.406246,0.469878,0.562793,0.64847,0.347057,-0.263796,-0.272395,-0.417283,-0.550543,-0.60312,-1.11857,1.63302,1.37408,1.02123,0.603451,0.403364,0.121885,-0.0534098,-0.333261,-0.5988,-1.01221,-1.47096,-1.99097
-8.68825,11.5719,-0.465369,-0.0707478,0.145872,0.230833,0.133659,-0.000227919,-0.158845,-0.0484852,-0.00187834,-0.00383507,0.09511,0.177274,0.296619,0.403351,0.466106,0.543725,0.58881,0.247691,-0.245058,-0.283553,-0.309364,-0.470757,-0.654124,-0.666984,1.10121,1.1845,1.18094,0.762443,0.534537,0.218102,-0.0660215,-0.337696,-0.605307,-1.08186,-1.50231,-2.26572
-8.52861,11.3948,-0.462289,-0.063619,0.150254,0.240135,0.134972,-0.0209994,-0.149947,-0.0325781,0.0142786,0.00596033,0.0807572,0.163254,0.285357,0.386015,0.451398,0.524383,0.573176,0.276774,-0.24421,-0.284799,-0.306411,-0.433481,-0.619029,-0.74236,1.07665,1.14765,1.09046,0.687255,0.49245,0.19304,-0.0246451,-0.292451,-0.592405,-1.05031,-1.41047,-2.02531
-8.0586,11.0648,-0.407149,-0.041145,0.152375,0.232224,0.117008,-0.0646077,-0.138716,0.000429265,0.0234516,0.00621632,0.067695,0.128884,0.221344,0.305123,0.346256,0.378347,0.39205,0.0167889,-0.197333,-0.214669,-0.239278,-0.286068,-0.310693,-0.495787,0.68809,0.767997,0.800477,0.546778,0.314732,0.127056,-0.0735894,-0.242817,-0.49421,-0.714735,-0.859405,-1.00275
-7.68835,10.8651,-0.376261,-0.0440785,0.14307,0.216362,0.11537,-0.0586927,-0.124889,-0.0075837,0.0159917,0.00309614,0.0421356,0.108128,0.173768,0.247041,0.307636,0.34503,0.368471,0.230122,-0.200491,-0.174987,-0.228144,-0.295324,-0.425516,-0.395363,0.564754,0.585104,0.660109,0.441908,0.348603,0.156254,-0.0244134,-0.186609,-0.352112,-0.627716,-0.799997,-0.947764
-7.15515,10.4054,-0.366897,-0.0352245,0.145554,0.212372,0.114559,-0.0742027,-0.104057,0.00594908,0.0246929,0.00359508,0.0292172,0.0877312,0.142212,0.206368,0.258998,0.28801,0.300632,0.171936,-0.164317,-0.134909,-0.178355,-0.253277,-0.361625,-0.331447,0.364932,0.432792,0.547255,0.35999,0.315934,0.136956,-0.0124921,-0.127811,-0.272964,-0.532063,-0.643914,-0.712717
-7.5957,10.7657,-0.422886,-0.0593678,0.143043,0.226205,0.130933,-0.0291726,-0.130517,-0.00558865,0.026182,-0.0135051,0.0333742,0.116094,0.186049,0.274135,0.352952,0.411622,0.458018,0.298756,-0.204535,-0.213744,-0.260176,-0.420375,-0.473728,-0.435853,0.726172,0.732436,0.72404,0.465183,0.332241,0.130589,0.0110616,-0.169592,-0.378159,-0.681715,-0.93915,-1.25713
-7.1789,10.3198,-0.434796,-0.0705368,0.132929,0.216868,0.144674,-0.00643429,-0.147099,-0.0335918,0.00340657,-0.0105981,0.0640834,0.150149,0.232076,0.333134,0.382113,0.456897,0.510329,0.179777,-0.235734,-0.205421,-0.249788,-0.405737,-0.507635,-0.514459,0.745551,0.941337,0.908695,0.635802,0.42173,0.238917,-0.0333651,-0.31589,-0.533672,-0.893234,-1.11082,-1.46686
-8.2016,11.2193,-0.445175,-0.0845013,0.133565,0.21935,0.147948,0.0182943,-0.166904,-0.0421243,0.0044522,0.0043964,0.0793568,0.167843,0.26691,0.370238,0.450424,0.522114,0.613459,0.161335,-0.279111,-0.25358,-0.295712,-0.484011,-0.595219,-0.53479,1.03446,1.18583,1.07697,0.75009,0.437703,0.224928,-0.0539454,-0.317022,-0.595242,-1.06389,-1.45029,-1.95278
-7.13357,10.2317,-0.481866,-0.0904066,0.126855,0.226158,0.169006,0.029905,-0.142633,-0.0284176,0.0122273,0.0033237,0.0811845,0.173835,0.259638,0.346405,0.409766,0.492063,0.544152,0.321488,-0.2442,-0.214742,-0.274385,-0.483521,-0.630342,-0.684003,1.02151,1.10436,1.01296,0.690626,0.426868,0.208956,-0.0579553,-0.351005,-0.56746,-0.956552,-1.36401,-1.71191
-7.70558,10.8329,-0.465416,-0.0721178,0.137758,0.228762,0.153076,-0.00361609,-0.17411,-0.0476849,-0.00868123,-0.0191109,0.0694611,0.156652,0.251136,0.341209,0.400872,0.483759,0.584425,0.442119,-0.253231,-0.235338,-0.289619,-0.483008,-0.570401,-0.686481,0.896555,1.00547,1.01598,0.636752,0.418917,0.26923,-0.0709635,-0.287276,-0.630564,-0.879911,-1.23956,-1.74402
-6.95311,10.1037,-0.40515,-0.0349238,0.150117,0.223458,0.126076,-0.0706147,-0.118292,-0.00333354,0.00553092,-0.0417563,0.0562315,0.137196,0.195461,0.274916,0.307427,0.342513,0.39494,0.237294,-0.166528,-0.142758,-0.1917,-0.324531,-0.396441,-0.605913,0.492114,0.630888,0.663687,0.464103,0.329157,0.251554,-0.0129163,-0.225059,-0.462352,-0.623371,-0.761094,-0.917529
-7.20322,10.3029,-0.415001,-0.0548176,0.136106,0.219372,0.132193,-0.0341336,-0.119687,-0.020076,-0.0006023,-0.0303119,0.0640209,0.164463,0.232303,0.309854,0.365893,0.419407,0.466261,0.332432,-0.174647,-0.168056,-0.216629,-0.354395,-0.494063,-0.871726,0.635574,0.701035,0.760571,0.570546,0.386215,0.269464,-0.0325212,-0.259983,-0.540441,-0.711161,-0.946066,-1.17852
-6.35624,9.57312,-0.389653,-0.0548025,0.135752,0.211788,0.119348,-0.0364455,-0.100554,0.0142177,0.0181054,-0.033984,0.0417297,0.13261,0.20056,0.281586,0.319874,0.369781,0.423292,0.238677,-0.13379,-0.142953,-0.189984,-0.348388,-0.418718,-0.77553,0.581472,0.664718,0.649374,0.473521,0.341343,0.216591,0.00800168,-0.163112,-0.437922,-0.655091,-0.844635,-0.998688
-6.06347,9.37325,-0.352503,-0.038909,0.138473,0.203965,0.0967894,-0.058653,-0.0711616,0.0339564,0.0282793,-0.0360966,0.0186898,0.0989246,0.145587,0.221466,0.245535,0.28547,0.31728,0.154392,-0.0867456,-0.0866053,-0.119308,-0.268701,-0.33317,-0.616272,0.285087,0.396464,0.474218,0.36798,0.27056,0.178187,0.035304,-0.0985343,-0.318224,-0.460999,-0.583277,-0.641229
-6.21468,9.66637,-0.363884,-0.046922,0.131689,0.204622,0.104232,-0.0355763,-0.0778935,0.0282305,0.0198148,-0.0378189,0.00178514,0.0755292,0.131362,0.208253,0.244136,0.283613,0.318107,0.11414,-0.103877,-0.112957,-0.135618,-0.273926,-0.361508,-0.299988,0.287748,0.408495,0.442627,0.352196,0.259404,0.147868,0.0416587,-0.0515488,-0.263486,-0.445343,-0.611426,-0.698934
