"","cor","platform","seed","delta.target","metric","eps.final","Npar","time.warmup","time.total","minESS","medianESS","Nsims","minESS.coda","Rhat.min","Rhat.max","Rhat.median","efficiency","model"
"78",0,"tmb",2,0.8,"diag",0.812968399182224,16,1.51804518699646,2.66881108283997,346.706780947384,1000,1000,345.414767517529,0.998999499619649,1.01914579697879,0.999431285825182,129.910574478896,"mvnd"
"79",0,"admb",2,0.8,"diag",0.898259,16,NA,0.530000000000001,335.338629684001,792.575655515474,1000,366.857986259169,0.999000085553601,1.00704350693296,0.999791144405799,632.714395630188,"mvnd"
"80",0,"admb.rwm",2,0.8,"diag",NA,16,NA,0.530000000000001,126.365619214797,213.464901566638,1000,176.019376204737,0.999000828801551,1.02980180428996,1.00124274367323,238.425696631692,"mvnd"
"81",0,"stan",3,0.8,"diag",0.744379732007419,16,0.113,0.168,399.931278713537,1000,1000,399.911782714652,0.999002663107145,1.00466248205711,0.999387071411689,2380.54332567581,"mvnd"
"82",0,"tmb",3,0.8,"diag",0.816165012988683,16,1.44296097755432,2.6217679977417,341.938416833016,1000,1000,334.932070285234,0.998999511292603,1.00765080615408,0.999348544647841,130.422835707641,"mvnd"
"83",0,"admb",3,0.8,"diag",0.866061,16,NA,0.580000000000013,375.81408517705,779.518415869783,1000,334.482909426814,0.999008374238933,1.00146357403316,0.999088047593459,647.955319270762,"mvnd"
"84",0,"admb.rwm",3,0.8,"diag",NA,16,NA,0.569999999999993,129.522245001343,167.574693739933,1000,121.088983773465,0.999045536010753,1.01798328470035,1.00235238174892,227.232008774289,"mvnd"
"85",1,"stan",1,0.8,"diag",0.596850530811291,16,0.077,0.142,452.05992371049,1000,1000,421.720101646409,0.998999786142168,1.00319891941686,0.999426043934378,3183.52058951049,"mvnd"
"86",1,"tmb",1,0.8,"diag",0.615580153431565,16,1.4780011177063,2.90640211105347,281.896319086735,1000,1000,318.901095552701,0.998999659886589,1.00482022547771,0.999613087557607,96.9915064452516,"mvnd"
"87",1,"admb",1,0.8,"diag",0.646616,16,NA,0.609999999999985,344.140463876679,450.943987094854,1000,359.333198813157,0.99900316818181,1.0117425187147,1.00023935530106,564.164694879816,"mvnd"
"88",1,"admb.rwm",1,0.8,"diag",NA,16,NA,0.539999999999992,105.657384758158,137.934200640233,1000,114.222642352986,0.99931225872211,1.01129345221179,1.00079075864262,195.661823626222,"mvnd"
"89",1,"stan",2,0.8,"diag",0.598989746308359,16,0.069,0.13,275.003078409118,1000,1000,372.151483252739,0.999002823387735,1.01884161979753,0.999756969426186,2115.40829545476,"mvnd"
"90",1,"tmb",2,0.8,"diag",0.62695303782928,16,1.47551012039185,2.87844395637512,349.512196564428,1000,1000,362.360822171697,0.999000376761404,1.00251208592014,0.99930770039898,121.424006116338,"mvnd"
"91",1,"admb",2,0.8,"diag",0.648417,16,NA,0.599999999999994,418.938628261416,488.33610313432,1000,385.512292603341,0.999117336730283,1.00591504647459,1.00230276316584,698.231047102367,"mvnd"
"92",1,"admb.rwm",2,0.8,"diag",NA,16,NA,0.530000000000001,63.618075129217,121.320616104884,1000,97.4956484418132,0.999155175911825,1.04347024889098,1.00437718948215,120.03410401739,"mvnd"
"93",1,"stan",3,0.8,"diag",0.608922875124033,16,0.07,0.13,347.457550370578,1000,1000,341.041890867652,0.999012780492107,1.00307057210691,0.999331660252324,2672.75038746598,"mvnd"
"94",1,"tmb",3,0.8,"diag",0.649103646066802,16,1.41894388198853,2.79636096954346,330.667726301109,1000,1000,394.489044856153,0.998999657340765,1.00626230873249,0.999868409053464,118.249299680039,"mvnd"
"95",1,"admb",3,0.8,"diag",0.655074,16,NA,0.609999999999985,185.586690112367,498.865635782408,1000,367.937101765889,0.999093181944831,1.00890979092591,1.00173716822995,304.240475594052,"mvnd"
"96",1,"admb.rwm",3,0.8,"diag",NA,16,NA,0.539999999999992,49.7837242640124,135.000653948336,1000,80.9050566543342,0.999117766652483,1.0487805839002,1.00238537461072,92.1920819703948,"mvnd"
"97",0,"stan",1,0.8,"diag",0.645327405298182,32,0.364,0.465,320.263702185116,1000,1000,365.646777839132,0.998999508443139,1.0006482685083,0.999100244831876,688.739144484122,"mvnd"
"98",0,"tmb",1,0.8,"diag",0.674445667867865,32,2.57936811447144,4.06439399719238,261.000291484691,1000,1000,246.630819047512,0.999001125803886,1.00406720361354,0.999292049491142,64.2162870196605,"mvnd"
"99",0,"admb",1,0.8,"diag",0.785491,32,NA,1.25999999999999,339.936158779717,957.198829187706,1000,365.613070344127,0.999000144516158,1.00667304001205,0.999305448066531,269.790602206126,"mvnd"
"100",0,"admb.rwm",1,0.8,"diag",NA,32,NA,1.34999999999999,51.0561822325401,98.5005127554285,1000,58.17836958272,0.999028104912559,1.04495814222768,1.00222809516882,37.8193942463262,"mvnd"
"101",0,"stan",2,0.8,"diag",0.66452249353023,32,0.221,0.32,251.779478164853,1000,1000,361.120328465907,0.998999877152018,1.0017067190876,0.999142448123848,786.810869265167,"mvnd"
"102",0,"tmb",2,0.8,"diag",0.701442406994851,32,1.79220700263977,3.39909911155701,246.17741501193,1000,1000,228.889124833677,0.998999667385514,1.00160735764913,0.999306482321848,72.4243121287406,"mvnd"
"103",0,"admb",2,0.8,"diag",0.771086,32,NA,1.29000000000002,371.853346744615,1000,1000,408.634762190336,0.999001733183445,1.00388965951112,0.999464620336506,288.258408329155,"mvnd"
"104",0,"admb.rwm",2,0.8,"diag",NA,32,NA,1.34,52.8785536580859,97.6189895133601,1000,65.1298309284727,0.999008220916514,1.06008648862425,1.00466621417863,39.4616072075267,"mvnd"
"105",0,"stan",3,0.8,"diag",0.626183135652073,32,0.353,0.453,264.581517413367,1000,1000,338.674757416501,0.998999765477881,1.00132663843946,0.999192487962686,584.065159852908,"mvnd"
"106",0,"tmb",3,0.8,"diag",0.71448211201372,32,1.7982349395752,3.2677321434021,197.189537663207,1000,1000,201.332468086843,0.99899952010833,1.00085153885485,0.999165986506603,60.3444618498961,"mvnd"
"107",0,"admb",3,0.8,"diag",0.720202,32,NA,1.30000000000001,617.947773319646,788.822648241252,1000,625.157551983609,0.998999499882246,1.00431798032925,0.999687111751829,475.344441015108,"mvnd"
"108",0,"admb.rwm",3,0.8,"diag",NA,32,NA,1.34999999999999,46.3896958779158,103.484131421567,1000,84.7888816016561,0.99903553080941,1.03131284754754,1.00203323270351,34.3627376873452,"mvnd"
"109",1,"stan",1,0.8,"diag",0.328811527546673,32,0.251,0.48,370.271123813991,1000,1000,432.047646003656,0.999000004487073,1.00410544975225,0.999432319311877,771.398174612482,"mvnd"
"110",1,"tmb",1,0.8,"diag",0.372497602674873,32,3.41863107681274,6.79307913780212,325.46218325614,1000,1000,306.211152062208,0.998999611816834,1.00772590342358,0.9992370687265,47.9108481814981,"mvnd"
"111",1,"admb",1,0.8,"diag",0.394064,32,NA,1.81999999999999,324.208856556573,464.120199807787,1000,321.320384114858,0.999004133775154,1.01043063242899,1.00067309866922,178.136734371744,"mvnd"
"112",1,"admb.rwm",1,0.8,"diag",NA,32,NA,1.34000000000003,19.5278046563093,44.2314485502471,1000,27.8370482826191,0.999060905897118,1.08836689072119,1.00337974383857,14.5729885494842,"mvnd"
"113",1,"stan",2,0.8,"diag",0.31570297593901,32,0.236,0.457,435.06264644903,1000,1000,436.577996098481,0.999004219148627,1.00292687955536,0.999288742970739,951.997038181685,"mvnd"
"114",1,"tmb",2,0.8,"diag",0.382347071160525,32,3.36276793479919,6.65714693069458,314.947569040203,1000,1000,298.578591542342,0.999016009767777,1.00433840487479,0.99965972522051,47.3096917221478,"mvnd"
"115",1,"admb",2,0.8,"diag",0.392623,32,NA,1.87,329.116096808276,479.317866090902,1000,361.156100292432,0.998999697474584,1.00564316603543,0.999666239034545,175.997912731698,"mvnd"
"116",1,"admb.rwm",2,0.8,"diag",NA,32,NA,1.34999999999997,17.8183902608651,37.4739332976445,1000,22.4367223078106,0.999013352298948,1.07215735952458,1.01368367221195,13.1988076006412,"mvnd"
"117",1,"stan",3,0.8,"diag",0.326291430054723,32,0.233,0.454,421.046809997474,1000,1000,392.458162927387,0.998999659203317,1.00208303424793,0.999346710574099,927.415881051704,"mvnd"
"118",1,"tmb",3,0.8,"diag",0.376371825660506,32,3.50451302528381,6.84126901626587,366.059165907284,1000,1000,455.306384251494,0.998999550770981,1.00310077216911,0.999709873442813,53.5074947406597,"mvnd"
"119",1,"admb",3,0.8,"diag",0.384491,32,NA,1.86000000000001,238.418967191631,463.535138881355,1000,258.542682920265,0.998999552072676,1.0075638541913,1.00036812089132,128.182240425607,"mvnd"
"120",1,"admb.rwm",3,0.8,"diag",NA,32,NA,1.34000000000003,16.5048994837338,43.161685828639,1000,23.7617203789059,0.999069740821555,1.13849389798007,1.01299582887512,12.3170891669653,"mvnd"
"121",0,"stan",1,0.8,"diag",0.527187587995271,64,1.659,1.998,369.310947194456,1000,1000,343.23597028443,0.998999541928183,1.00392024428683,0.999248051721699,184.840313911139,"mvnd"
"122",0,"tmb",1,0.8,"diag",0.60129098769207,64,2.70932793617249,4.63410902023315,163.34557846503,1000,1000,171.341411320043,0.998999504202429,1.00089983183905,0.999161209421588,35.2485402807402,"mvnd"
"123",0,"admb",1,0.8,"diag",0.638362,64,NA,4.08000000000004,381.528710267418,533.437901549526,1000,424.342002105064,0.999000640948521,1.01045873847173,0.999643042039302,93.5119387910328,"mvnd"
