"","platform","seed","delta.target","metric","eps.final","Npar","time.warmup","time.total","minESS","medianESS","Nsims","minESS.coda","Rhat.min","Rhat.max","Rhat.median","efficiency","model"
"1","stan",1,0.8,"diag",0.534325218699613,50,0.129,0.176,388.147337332132,1000,1000,425.259782342519,0.998999775263015,1.00200821084619,0.99925471661261,2205.38259847802,"iidz"
"2","tmbstan",1,0.8,"diag",0.587331453465726,50,0.242,0.305,374.424647952234,1000,1000,387.883038975047,0.998999846970003,1.00222344389832,0.999194164513718,1227.6217965647,"iidz"
"3","tmb",1,0.8,"diag",0.658950487052841,50,0.965917825698853,1.83376789093018,221.412416419599,1000,1000,212.77706759925,0.999001638121653,1.00148933515554,0.999241533950719,120.741789358787,"iidz"
"4","admb",1,0.8,"diag",0.633037,50,NA,1.03,234.772459681668,1000,1000,251.286177002968,0.998999966547567,1.00214708702756,0.999292442465058,227.934426875405,"iidz"
"5","stan",2,0.8,"diag",0.440960263833335,50,0.141,0.196,473.016869889938,1000,1000,546.735890067854,0.998999507960128,1.0023621592855,0.999241767667015,2413.35137698948,"iidz"
"6","tmbstan",2,0.8,"diag",0.487149237001546,50,0.208,0.271,391.793869527468,1000,1000,435.284988176534,0.999000156066681,1.00176527487833,0.999297851159271,1445.73383589472,"iidz"
"7","tmb",2,0.8,"diag",0.635821330002953,50,1.03968095779419,2.04171204566956,242.094710732288,1000,1000,206.65538883102,0.998999511922265,1.00206499733175,0.999224488870748,118.574365687741,"iidz"
"8","admb",2,0.8,"diag",0.623516,50,NA,1.56999999999999,185.03615927649,1000,1000,219.623825896379,0.99899950228338,1.00608310845355,0.999210377164338,117.857426290759,"iidz"
"9","stan",3,0.8,"diag",0.525334368511718,50,0.203,0.261,330.244985428255,1000,1000,374.642744157405,0.998999803327169,1.00285028083508,0.999239276428284,1265.30645757952,"iidz"
"10","tmbstan",3,0.8,"diag",0.585456922984438,50,0.322,0.393,330.745958334814,1000,1000,321.129873664737,0.999000915218458,1.00788358999609,0.999257630253973,841.592769299782,"iidz"
"11","tmb",3,0.8,"diag",0.659673535675028,50,1.17566990852356,2.09805107116699,154.52511938381,1000,1000,206.731706774109,0.999000344865495,1.00459698227112,0.999189473031603,73.6517435192173,"iidz"
"12","admb",3,0.8,"diag",0.628392,50,NA,1.38999999999999,227.079121216215,1000,1000,208.555594743,0.998999501717055,1.00727653356293,0.999186356831717,163.366274256272,"iidz"
"13","stan",4,0.8,"diag",0.560673980036843,50,0.186,0.246,416.856409307029,1000,1000,409.292534472938,0.998999504296607,1.00245899795949,0.999213570203168,1694.53824921556,"iidz"
"14","tmbstan",4,0.8,"diag",0.485786480535814,50,0.431,0.511,299.959023355788,1000,1000,283.83530140228,0.998999665518013,1.00397676710595,0.999275359853241,587.003959600369,"iidz"
"15","tmb",4,0.8,"diag",0.607490498599692,50,1.25101017951965,2.31622409820557,269.312312546367,1000,1000,247.218570568361,0.998999721717331,1.00360589407729,0.999233518022334,116.27213133436,"iidz"
"16","admb",4,0.8,"diag",0.624303,50,NA,1.53,244.464346533081,1000,1000,240.220693622697,0.999002776145364,1.00216714406372,0.999184891937972,159.780618649073,"iidz"
