"","platform","seed","Npar","Nsims","delta.mean","delta.target","eps.final","max_treedepths","ndivergent","nsteps.mean","nsteps.median","nsteps.sd","metric","model","cor"
"102","tmb.nuts",59189,100,1000,0.805837654505372,0.8,0.529455734479372,0,0,8.589,7,12.5699674240039,"diag_e","mvnd",0
"103","stan.nuts",33032,100,1000,0.875840058611785,0.8,0.448148260422009,0,0,7.296,7,1.51084965058296,"diag_e","mvnd",0
"104","tmb.nuts",33032,100,1000,0.805789871090694,0.8,0.518659615656665,0,0,9.627,7,46.6682529554831,"diag_e","mvnd",0
"105","stan.nuts",19139,100,1000,0.841448986788404,0.8,0.512064457957609,0,0,7,7,0,"diag_e","mvnd",0
"106","tmb.nuts",19139,100,1000,0.793004703396694,0.8,0.561352768384288,0,0,8.416,7,8.66235892994025,"diag_e","mvnd",0
"107","stan.nuts",78362,100,1000,0.768332712423916,0.8,0.622635886010236,0,0,7,7,0,"diag_e","mvnd",0
"108","tmb.nuts",78362,100,1000,0.805811321927241,0.8,0.507825713097151,1,0,13.661,7,184.809237610443,"diag_e","mvnd",0
"109","stan.nuts",61413,100,1000,0.805898664135695,0.8,0.559009935571852,0,0,7,7,0,"diag_e","mvnd",0
"110","tmb.nuts",61413,100,1000,0.796658776224159,0.8,0.539445206251768,0,0,8.863,7,11.8956287766556,"diag_e","mvnd",0
"111","stan.nuts",59189,100,1000,0.854357972054143,0.8,0.269367921323806,0,0,16.048,15,3.93613886812815,"diag_e","mvnd",1
"112","tmb.nuts",59189,100,1000,0.804634844623628,0.8,4.29691123738937,0,0,15.555,15,3.76896239551012,"diag_e","mvnd",1
"113","stan.nuts",33032,100,1000,0.871709033887676,0.8,0.259631942054553,0,0,16.808,15,5.06801941796012,"diag_e","mvnd",1
"114","tmb.nuts",33032,100,1000,0.803404494067916,0.8,4.42375665274302,0,0,15.625,15,3.82448536984678,"diag_e","mvnd",1
"115","stan.nuts",19139,100,1000,0.827758780783776,0.8,0.301070471233494,0,0,15.056,15,0.837595108370128,"diag_e","mvnd",1
"116","tmb.nuts",19139,100,1000,0.806505175658911,0.8,4.21617397435234,0,0,15.749,15,4.78836749128717,"diag_e","mvnd",1
"117","stan.nuts",78362,100,1000,0.857035668632981,0.8,0.26977836005706,0,0,15.808,15,3.49619212277577,"diag_e","mvnd",1
"118","tmb.nuts",78362,100,1000,0.799894414758406,0.8,4.32575729735589,0,0,15.55,15,3.99167467779711,"diag_e","mvnd",1
"119","stan.nuts",61413,100,1000,0.827616272585778,0.8,0.296969498436953,0,0,15.12,15,1.35773467343345,"diag_e","mvnd",1
"120","tmb.nuts",61413,100,1000,0.802899603838527,0.8,4.23293414833338,0,0,15.524,15,3.7256360775163,"diag_e","mvnd",1
"121","stan.nuts",59189,200,1000,0.822162850536211,0.8,0.448874234070727,0,0,7.28,7,1.47097374679624,"diag_e","mvnd",0
"122","tmb.nuts",59189,200,1000,0.786794425305917,0.8,0.449334857890139,0,0,13.629,7,80.1408112874889,"diag_e","mvnd",0
"123","stan.nuts",33032,200,1000,0.817304583568713,0.8,0.44362429064958,0,0,8.976,7,3.45186027227919,"diag_e","mvnd",0
"124","tmb.nuts",33032,200,1000,0.796598425450546,0.8,0.440374488952807,1,0,18.149,7,184.236590718782,"diag_e","mvnd",0
"125","stan.nuts",19139,200,1000,0.831232226529978,0.8,0.430984788364382,0,0,12.008,15,3.87284584445791,"diag_e","mvnd",0
"126","tmb.nuts",19139,200,1000,0.794210211371195,0.8,0.441574664762783,0,0,14.963,7,81.5322536496606,"diag_e","mvnd",0
"127","stan.nuts",78362,200,1000,0.80323718954729,0.8,0.475350519054707,0,0,7,7,0,"diag_e","mvnd",0
"128","tmb.nuts",78362,200,1000,0.791166351274426,0.8,0.455379681757427,0,0,11.199,7,47.3796244540488,"diag_e","mvnd",0
"129","stan.nuts",61413,200,1000,0.818220933494664,0.8,0.455230798835023,0,0,7.008,7,0.25298221281347,"diag_e","mvnd",0
"130","tmb.nuts",61413,200,1000,0.783932218051463,0.8,0.466873808190645,0,0,12.715,7,66.1847337721642,"diag_e","mvnd",0
