"X","platform","seed","delta.target","metric","eps.final","Npar","time.warmup","time.total","minESS","medianESS","Nsims","minESS.coda","Rhat.min","Rhat.max","Rhat.median","efficiency","model","mean.efficiency","sd.efficiency","median.efficiency","lwr.efficiency","upr.efficiency"
24,"admb",2,0.8,"diag",0.573946,64,NA,12.77,247.741042242425,1000,1000,240.224514339947,0.998999634557725,1.00193503883444,0.999175535556693,19.4002382335493,"zdiag",17.7713023443978,5.0230165833827,17.1605161573812,12.7178525825478,24.0463244802808
28,"admb",3,0.8,"diag",0.573545,64,NA,13.9000000000001,207.399037728865,1000,1000,230.351103127784,0.998999593440539,1.00246700865841,0.999314279476572,14.9207940812132,"zdiag",17.7713023443978,5.0230165833827,17.1605161573812,12.7178525825478,24.0463244802808
32,"admb",4,0.8,"diag",0.588597,64,NA,13.8,175.50636563916,1000,1000,234.437727591126,0.998999824187112,1.00102507244156,0.99920081291575,12.7178525825478,"zdiag",17.7713023443978,5.0230165833827,17.1605161573812,12.7178525825478,24.0463244802808
36,"admb",1,0.8,"diag",0.528202,128,NA,75.4199999999998,189.540190931894,1000,1000,189.574080739824,0.998999499520984,1.00489316942609,0.999241520560793,2.51312902322851,"zdiag",3.02932630212831,0.655952460069376,2.92544418131308,2.45954406647946,3.80687277940761
40,"admb",2,0.8,"diag",0.500831,128,NA,84.0200000000002,206.650892465605,1000,1000,251.941952167143,0.99899950218321,1.00996236871337,0.999268826703498,2.45954406647946,"zdiag",3.02932630212831,0.655952460069376,2.92544418131308,2.45954406647946,3.80687277940761
44,"admb",3,0.8,"diag",0.495765,128,NA,72.6900000000001,242.621726380816,1000,1000,219.820893846781,0.998999499992339,1.00634990122822,0.99939234593732,3.33775933939765,"zdiag",3.02932630212831,0.655952460069376,2.92544418131308,2.45954406647946,3.80687277940761
48,"admb",4,0.8,"diag",0.486557,128,NA,74.1900000000001,282.431891504251,1000,1000,242.47286852955,0.998999540112026,1.01251362904427,0.999305384318826,3.80687277940761,"zdiag",3.02932630212831,0.655952460069376,2.92544418131308,2.45954406647946,3.80687277940761
52,"admb",1,0.8,"diag",0.414707,256,NA,646,245.828747726329,1000,1000,280.368863508398,0.998999500208752,1.00236612831234,0.999186302192875,0.380539857161499,"zdiag",0.343562620334082,0.0833522525822857,0.358661394998722,0.231063722895102,0.425863968443782
56,"admb",2,0.8,"diag",0.402913,256,NA,702.58,162.34075043164,1000,1000,219.025343340441,0.998999509001454,1.00967698578001,0.999246152987527,0.231063722895102,"zdiag",0.343562620334082,0.0833522525822857,0.358661394998722,0.231063722895102,0.425863968443782
60,"admb",3,0.8,"diag",0.412986,256,NA,686.06,231.053298901429,1000,1000,240.985649020094,0.998999501403475,1.0034065256473,0.999237615222769,0.336782932835945,"zdiag",0.343562620334082,0.0833522525822857,0.358661394998722,0.231063722895102,0.425863968443782
64,"admb",4,0.8,"diag",0.43024,256,NA,700.27,298.219761182127,1000,1000,258.362618126807,0.99899949999079,1.00803376473454,0.999374401962891,0.425863968443782,"zdiag",0.343562620334082,0.0833522525822857,0.358661394998722,0.231063722895102,0.425863968443782
1,"stan",1,0.9,"diag",0.0843060403720747,38,3.506,5.836,122.903178970031,1000,1000,176.057207617387,0.998999689453005,1.00573629216076,0.999819716545674,21.0594891997997,"growth",26.4823284569135,10.447750106396,22.5627744414194,18.967392997572,41.836371947243
5,"stan",2,0.9,"diag",0.0909742123845475,38,3.534,6.008,251.352922659036,1000,1000,313.487562992112,0.999001325328523,1.0025821398843,0.999641295586696,41.836371947243,"growth",26.4823284569135,10.447750106396,22.5627744414194,18.967392997572,41.836371947243
9,"stan",3,0.9,"diag",0.121384625473866,38,3.743,5.463,131.472884048442,840.977641423844,1000,134.119056425036,0.99904174152103,1.00893001896276,0.999798492763341,24.0660596830391,"growth",26.4823284569135,10.447750106396,22.5627744414194,18.967392997572,41.836371947243
13,"stan",4,0.9,"diag",0.107119473812691,38,3.674,5.723,108.550390125105,901.096354510245,1000,109.627165822079,0.999000184315592,1.00897211657532,1.00010010001088,18.967392997572,"growth",26.4823284569135,10.447750106396,22.5627744414194,18.967392997572,41.836371947243
17,"stan",1,0.9,"diag",0.080345362777748,70,8.916,16.64,172.003476049844,1000,1000,149.894744090846,0.998999609055696,1.0112547286124,0.999649750740926,10.3367473587647,"growth",8.36383499829028,1.67094416220357,8.42107504159108,6.27644255121426,10.3367473587647
21,"stan",2,0.9,"diag",0.0887946517731032,70,9.964,15.906,137.842101433453,1000,1000,127.426796560041,0.998999938213654,1.01799622495864,0.999678955990447,8.66604435014795,"growth",8.36383499829028,1.67094416220357,8.42107504159108,6.27644255121426,10.3367473587647
25,"stan",3,0.9,"diag",0.0912875171790684,70,12.595,18.804,153.743492203975,1000,1000,155.779210401072,0.998999524990053,1.04047906840483,1.00143358272772,8.17610573303421,"growth",8.36383499829028,1.67094416220357,8.42107504159108,6.27644255121426,10.3367473587647
29,"stan",4,0.9,"diag",0.0865771942937666,70,11.571,18.496,116.089081427259,1000,1000,100.939969962935,0.99899953770404,1.01004352501677,0.999523948719671,6.27644255121426,"growth",8.36383499829028,1.67094416220357,8.42107504159108,6.27644255121426,10.3367473587647
33,"stan",1,0.9,"diag",0.144401288760472,134,52.215,58.532,183.461791138605,1000,1000,198.300749752771,0.998999501779794,1.00306835564491,0.999273949288215,3.13438445873377,"growth",3.52897329938611,1.10247543773772,3.4137288277895,2.33327067699603,4.95516486496942
37,"stan",2,0.9,"diag",0.123062332737826,134,28.226,37.348,137.928897755776,1000,1000,147.48840754312,0.998999501371946,1.010856040073,0.999486418439316,3.69307319684523,"growth",3.52897329938611,1.10247543773772,3.4137288277895,2.33327067699603,4.95516486496942
41,"stan",3,0.9,"diag",0.0946809859431419,134,36.86,46.833,232.065236121113,1000,1000,254.647857400191,0.998999503599687,1.00534167075268,0.999405561125008,4.95516486496942,"growth",3.52897329938611,1.10247543773772,3.4137288277895,2.33327067699603,4.95516486496942
45,"stan",4,0.9,"diag",0.119263775919165,134,26.823,36.046,84.105074822999,1000,1000,96.616881443445,0.998999563741659,1.00460833846293,0.999461289718277,2.33327067699603,"growth",3.52897329938611,1.10247543773772,3.4137288277895,2.33327067699603,4.95516486496942
49,"stan",1,0.9,"diag",0.155809430592364,262,83.729,103.253,99.1150960269152,1000,1000,116.023776379855,0.998999550204074,1.00805220790041,0.999250584982653,0.959924612620603,"growth",0.844732697096184,0.166695878566623,0.835389065372326,0.692838726317904,1.01531393132218
53,"stan",2,0.9,"diag",0.120291806630266,262,108.946,124.308,88.3647791309645,1000,1000,96.8092259791354,0.998999501441485,1.01423402689468,0.999628122566146,0.71085351812405,"growth",0.844732697096184,0.166695878566623,0.835389065372326,0.692838726317904,1.01531393132218
57,"stan",3,0.9,"diag",0.119293218652451,262,107.923,135.32,93.7549364453387,1000,1000,100.100792185424,0.998999719996923,1.01927591292719,0.999452768810837,0.692838726317904,"growth",0.844732697096184,0.166695878566623,0.835389065372326,0.692838726317904,1.01531393132218
61,"stan",4,0.9,"diag",0.0951321723068077,262,78.903,108.662,110.326042405331,1000,1000,145.437950480967,0.998999499527219,1.00969781509381,0.999402629121524,1.01531393132218,"growth",0.844732697096184,0.166695878566623,0.835389065372326,0.692838726317904,1.01531393132218
1,"stan",1,0.8,"diag",0.658866227805233,32,0.227,0.325,332.138626811935,1000,1000,362.301371364613,0.998999503935556,1.00993739069928,0.999192713814407,1021.96500557519,"iidz",1404.16820398373,663.895554324301,1335.55014852674,728.888790949242,2216.68372793218
5,"stan",2,0.8,"diag",0.619941317870703,32,0.368,0.46,335.288843836651,1000,1000,373.242914974355,0.998999504918199,1.00297419567262,0.999363981955352,728.888790949242,"iidz",1404.16820398373,663.895554324301,1335.55014852674,728.888790949242,2216.68372793218
9,"stan",3,0.8,"diag",0.551565094785132,32,0.109,0.154,341.369294101555,1000,1000,358.729925575413,0.998999758026006,1.00492429461617,0.999276141786234,2216.68372793218,"iidz",1404.16820398373,663.895554324301,1335.55014852674,728.888790949242,2216.68372793218
13,"stan",4,0.8,"diag",0.602085033157013,32,0.078,0.125,206.141911434786,1000,1000,334.946483747745,0.999007691349674,1.02446271836062,0.999193625678237,1649.13529147829,"iidz",1404.16820398373,663.895554324301,1335.55014852674,728.888790949242,2216.68372793218
17,"stan",1,0.8,"diag",0.498395332101837,64,0.234,0.297,409.273612272729,1000,1000,380.714254211707,0.99900071531499,1.00325535493435,0.999311404106964,1378.02563054791,"iidz",1377.08820425003,370.228049047967,1348.15682631827,955.423290886995,1856.61587347659
21,"stan",2,0.8,"diag",0.562807076673323,64,0.172,0.235,309.797685190829,1000,1000,302.888772415418,0.998999944708792,1.00368503400509,0.99924234479044,1318.28802208863,"iidz",1377.08820425003,370.228049047967,1348.15682631827,955.423290886995,1856.61587347659
25,"stan",3,0.8,"diag",0.496421017338205,64,0.141,0.18,334.190857225787,1000,1000,405.000185735153,0.998999559229596,1.00250417036508,0.999234917253598,1856.61587347659,"iidz",1377.08820425003,370.228049047967,1348.15682631827,955.423290886995,1856.61587347659
29,"stan",4,0.8,"diag",0.48489153328284,64,0.264,0.396,378.34762319125,1000,1000,398.740801680272,0.998999679512888,1.00300150073636,0.999361475498166,955.423290886995,"iidz",1377.08820425003,370.228049047967,1348.15682631827,955.423290886995,1856.61587347659
33,"stan",1,0.8,"diag",0.417930889224416,128,0.691,1.373,315.494694409493,1000,1000,437.933107329522,0.998999724360383,1.00899333311348,0.99956445533872,229.784919453382,"iidz",362.794121377569,242.420460157128,343.215845008351,109.391946851938,655.352848641635
37,"stan",2,0.8,"diag",0.460167594384517,128,0.616,0.743,339.288550528546,1000,1000,401.927866153919,0.998999539025379,1.00715774353457,0.999290743847169,456.646770563319,"iidz",362.794121377569,242.420460157128,343.215845008351,109.391946851938,655.352848641635
41,"stan",3,0.8,"diag",0.398991159555012,128,0.766,2.83,309.579209590983,965.076992728512,1000,337.941474479804,0.999000436421837,1.00556181506741,0.999521769367415,109.391946851938,"iidz",362.794121377569,242.420460157128,343.215845008351,109.391946851938,655.352848641635
45,"stan",4,0.8,"diag",0.391767468263889,128,0.504,0.676,443.018525681745,1000,1000,405.077420228608,0.998999557910163,1.00523096868838,0.999252851866434,655.352848641635,"iidz",362.794121377569,242.420460157128,343.215845008351,109.391946851938,655.352848641635
49,"stan",1,0.8,"diag",0.399957590339312,256,1.288,22.838,358.847067651435,983.528209917097,1000,367.683046118457,0.998999659833985,1.00593958709242,0.999341876740796,15.7127186115875,"iidz",192.409793790719,124.638884053156,236.231934006761,15.7127186115875,281.462588537766
53,"stan",2,0.8,"diag",0.357773546629529,256,1.142,1.377,383.806077805601,1000,1000,342.917229309368,0.998999545331991,1.00247173155614,0.999165594470522,278.726272916195,"iidz",192.409793790719,124.638884053156,236.231934006761,15.7127186115875,281.462588537766
57,"stan",3,0.8,"diag",0.325051988807789,256,1.197,1.431,402.772964197544,1000,1000,385.211088833963,0.99899955103934,1.00137312239257,0.999220556035896,281.462588537766,"iidz",192.409793790719,124.638884053156,236.231934006761,15.7127186115875,281.462588537766
61,"stan",4,0.8,"diag",0.353464041850606,256,1.179,1.507,291.962555811671,1000,1000,333.123645817921,0.998999500349233,1.00185817056571,0.999165853441232,193.737595097327,"iidz",192.409793790719,124.638884053156,236.231934006761,15.7127186115875,281.462588537766
1,"stan",1,0.8,"diag",0.557514377222269,32,0.188,0.25,344.998562783468,1000,1000,346.316028267194,0.999000068504393,1.00186624881801,0.999174008824494,1379.99425113387,"zdiag",1585.43979805264,308.433259710663,1570.64265550136,1274.79587281993,1925.6780083879
5,"stan",2,0.8,"diag",0.52835547690656,32,0.188,0.266,468.503421925117,1000,1000,572.87569320806,0.99899996666673,1.00188452200408,0.99922098221573,1761.29105986886,"zdiag",1585.43979805264,308.433259710663,1570.64265550136,1274.79587281993,1925.6780083879
9,"stan",3,0.8,"diag",0.543533755214274,32,0.235,0.297,378.614374227519,1000,1000,362.55205717114,0.999007270566315,1.00191118567996,0.999437971994869,1274.79587281993,"zdiag",1585.43979805264,308.433259710663,1570.64265550136,1274.79587281993,1925.6780083879
13,"stan",4,0.8,"diag",0.517312118110179,32,0.188,0.266,512.230350231182,1000,1000,482.429171184093,0.998999499499564,1.00149420051975,0.999202744989947,1925.6780083879,"zdiag",1585.43979805264,308.433259710663,1570.64265550136,1274.79587281993,1925.6780083879
17,"stan",1,0.8,"diag",0.470738096614612,64,0.422,0.5,446.793235388997,1000,1000,439.788149948802,0.998999502998964,1.00540869528957,0.999347934057725,893.586470777993,"zdiag",829.448170843144,156.585453410857,813.432999786339,672.717991716916,1018.20869208298
21,"stan",2,0.8,"diag",0.503080382039208,64,0.422,0.531,389.371429789978,1000,1000,362.879937797669,0.999000353381608,1.00281832569426,0.999204446340115,733.279528794686,"zdiag",829.448170843144,156.585453410857,813.432999786339,672.717991716916,1018.20869208298
25,"stan",3,0.8,"diag",0.477898230450568,64,0.344,0.485,493.831215660243,1000,1000,459.016580648038,0.999002056054752,1.00204682052248,0.999493895515182,1018.20869208298,"zdiag",829.448170843144,156.585453410857,813.432999786339,672.717991716916,1018.20869208298
29,"stan",4,0.8,"diag",0.484814235167681,64,0.531,0.641,431.212232690543,1000,1000,427.757510676095,0.998999902423548,1.00131313923426,0.999278485494998,672.717991716916,"zdiag",829.448170843144,156.585453410857,813.432999786339,672.717991716916,1018.20869208298
33,"stan",1,0.8,"diag",0.472372636199701,128,1.016,1.172,354.956235744345,1000,1000,349.11871209007,0.99899962867616,1.005884621537,0.99927305989721,302.863682375721,"zdiag",244.78352714208,63.7375400607567,243.492013844574,189.286398503451,302.863682375721
37,"stan",2,0.8,"diag",0.394657221255969,128,1.015,1.375,408.404809931129,1000,1000,381.314480619318,0.998999559272536,1.00339478877131,0.999271296413651,297.021679949912,"zdiag",244.78352714208,63.7375400607567,243.492013844574,189.286398503451,302.863682375721
41,"stan",3,0.8,"diag",0.420910282929134,128,1.423,2.247,426.845395370062,1000,1000,407.070148120176,0.998999502297622,1.00387410667289,0.999296165463407,189.962347739235,"zdiag",244.78352714208,63.7375400607567,243.492013844574,189.286398503451,302.863682375721
45,"stan",4,0.8,"diag",0.420405488635843,128,1.212,2.103,398.069296052757,1000,1000,432.782106491685,0.999000171794194,1.00445577075863,0.999451501950918,189.286398503451,"zdiag",244.78352714208,63.7375400607567,243.492013844574,189.286398503451,302.863682375721
49,"stan",1,0.8,"diag",0.367837728218083,256,3.197,3.578,243.320980295821,1000,1000,267.004675857283,0.998999515042152,1.02261482027388,0.999128201835661,68.0047457506488,"zdiag",72.9294751991345,19.7343250096979,76.1963942591285,47.3978587505165,91.9272535277646
53,"stan",2,0.8,"diag",0.349262564686169,256,3.804,4.257,391.334318267694,1000,1000,374.837075847086,0.998999500131103,1.00365573392378,0.999173508065795,91.9272535277646,"zdiag",72.9294751991345,19.7343250096979,76.1963942591285,47.3978587505165,91.9272535277646
57,"stan",3,0.8,"diag",0.374289795342621,256,3.773,4.242,357.974077420193,1000,1000,352.767629483502,0.998999500745836,1.02227907867619,0.999174693156981,84.3880427676081,"zdiag",72.9294751991345,19.7343250096979,76.1963942591285,47.3978587505165,91.9272535277646
61,"stan",4,0.8,"diag",0.350561597870206,256,4.159,4.66,220.874021777407,1000,1000,217.37538296954,0.998999504956686,1.00153757737171,0.999155267284302,47.3978587505165,"zdiag",72.9294751991345,19.7343250096979,76.1963942591285,47.3978587505165,91.9272535277646
3,"tmb",1,0.9,"diag",0.128242357690217,38,22.8988039493561,29.8249568939209,41.3876035586475,647.397509386528,1000,38.9607740274351,0.998999809474909,1.00952295878889,0.999657973407847,1.38768360020944,"growth",0.543425101966266,0.573356551583346,0.303782968179345,0.178450871296934,1.38768360020944
7,"tmb",2,0.9,"diag",0.119991265304969,38,27.1252450942993,34.5766770839691,6.60890750114454,115.456080172858,1000,5.0498765031952,0.999000553602823,1.2118998625377,1.00162322376291,0.191137728044105,"growth",0.543425101966266,0.573356551583346,0.303782968179345,0.178450871296934,1.38768360020944
11,"tmb",3,0.9,"diag",0.120826632786569,38,35.8825349807739,43.279198884964,18.0226792489562,212.534850360332,1000,11.9719745820647,0.999030049107296,1.11143314809241,1.00069915335752,0.416428208314586,"growth",0.543425101966266,0.573356551583346,0.303782968179345,0.178450871296934,1.38768360020944
15,"tmb",4,0.9,"diag",0.111707525594287,38,36.0175321102142,43.4657781124115,7.75650597575902,188.771848217773,1000,5.61975093293173,0.999025489907863,1.13004521530925,1.00148104397906,0.178450871296934,"growth",0.543425101966266,0.573356551583346,0.303782968179345,0.178450871296934,1.38768360020944
19,"tmb",1,0.9,"diag",0.107996434066193,70,61.1557610034943,72.560760974884,16.0245666948021,67.4306381696207,1000,10.6192525718657,0.998999779670071,1.11873162851567,1.00289946813114,0.220843421148089,"growth",0.116508011772114,0.0750860196721076,0.100240068043321,0.0447084898537257,0.220843421148089
23,"tmb",2,0.9,"diag",0.10821385748759,70,88.2004590034485,103.332878828049,9.00409876151518,77.6878670591513,1000,8.70883966802974,0.999069133511393,1.14553945951223,1.03211960056146,0.0871368228935,"growth",0.116508011772114,0.0750860196721076,0.100240068043321,0.0447084898537257,0.220843421148089
27,"tmb",3,0.9,"diag",0.102911306267548,70,71.2643551826477,86.7804901599884,9.83598827525795,77.7854258629749,1000,11.842188808263,0.998999926187672,1.02732293203621,1.00025713402551,0.113343313193142,"growth",0.116508011772114,0.0750860196721076,0.100240068043321,0.0447084898537257,0.220843421148089
31,"tmb",4,0.9,"diag",0.111720484651914,70,106.223793983459,128.508898019791,5.74543876323129,64.3072029730992,1000,12.6628524881609,0.999017357386052,1.33845481231197,1.01328149768893,0.0447084898537257,"growth",0.116508011772114,0.0750860196721076,0.100240068043321,0.0447084898537257,0.220843421148089
