"X","platform","seed","delta.target","metric","eps.final","Npar","time.warmup","time.total","minESS","medianESS","Nsims","minESS.coda","Rhat.min","Rhat.max","Rhat.median","efficiency","model","mean.efficiency","sd.efficiency","median.efficiency","lwr.efficiency","upr.efficiency"
35,"tmb",1,0.9,"diag",0.154463183783615,134,178.853451967239,203.158391952515,11.6652202363683,1000,1000,8.11770089548393,0.998999532991173,1.12154206228814,1.00039216751019,0.0574193373173326,"growth",0.045932056465931,0.0108123080279492,0.0475000118892889,0.0313088647678135,0.0574193373173326
39,"tmb",2,0.9,"diag",0.108693447960356,134,183.040842056274,217.640382051468,6.81407328966468,756.283445332234,1000,4.39000944928882,0.998999535587818,1.03917431573516,1.00053727750352,0.0313088647678135,"growth",0.045932056465931,0.0108123080279492,0.0475000118892889,0.0313088647678135,0.0574193373173326
43,"tmb",3,0.9,"diag",0.128451252586413,134,175.436783075333,201.284781217575,9.55029377792887,1000,1000,5.72586435880693,0.998999511682116,1.0146804613847,0.999872944184872,0.0474466758994842,"growth",0.045932056465931,0.0108123080279492,0.0475000118892889,0.0313088647678135,0.0574193373173326
47,"tmb",4,0.9,"diag",0.158992529644203,134,260.655944108963,298.151870012283,14.1781195954964,1000,1000,8.99908347326923,0.998999506381079,1.20133233881688,1.00168931163784,0.0475533478790935,"growth",0.045932056465931,0.0108123080279492,0.0475000118892889,0.0313088647678135,0.0574193373173326
51,"tmb",1,0.9,"diag",0.139817587613898,262,479.018605947495,536.090600967407,3.66499054945615,1000,1000,3.38987828587158,0.998999623018964,1.71343492510645,1.00061425277962,0.00683651334838265,"growth",0.00849104573804209,0.00299081080165626,0.00846611328847463,0.00523564517736121,0.0117963111978579
55,"tmb",2,0.9,"diag",0.143641016787049,262,548.098430871964,613.684408903122,6.19558180512834,1000,1000,6.5716407708752,0.998999614303997,1.02364929604382,0.999745788272047,0.0100957132285666,"growth",0.00849104573804209,0.00299081080165626,0.00846611328847463,0.00523564517736121,0.0117963111978579
59,"tmb",3,0.9,"diag",0.10519357164542,262,590.033491134644,659.260540008545,3.45165426692028,1000,1000,4.50761012375932,0.99899969280259,3.32056491261827,1.00281200959821,0.00523564517736121,"growth",0.00849104573804209,0.00299081080165626,0.00846611328847463,0.00523564517736121,0.0117963111978579
63,"tmb",4,0.9,"diag",0.134489733420071,262,669.260673999786,729.689736127853,8.60764720524699,1000,1000,9.02030098513472,0.998999512239008,1.19730812391384,1.00092144736548,0.0117963111978579,"growth",0.00849104573804209,0.00299081080165626,0.00846611328847463,0.00523564517736121,0.0117963111978579
3,"tmb",1,0.8,"diag",0.677597805381515,32,1.07536482810974,2.14201784133911,185.283576208037,1000,1000,199.634235389831,0.998999877361494,1.0092486174242,0.999275638103541,86.499548524864,"iidz",117.367678146846,40.0171049289439,110.788671313804,82.4072473011417,165.486122658636
7,"tmb",2,0.8,"diag",0.699146088702565,32,1.04744100570679,2.12475395202637,175.095124378715,1000,1000,183.031941275567,0.999008519081511,1.01817876610746,0.99933714196841,82.4072473011417,"iidz",117.367678146846,40.0171049289439,110.788671313804,82.4072473011417,165.486122658636
11,"tmb",3,0.8,"diag",0.662057120604347,32,1.04732084274292,2.02484488487244,335.083728982712,1000,1000,328.11097226155,0.998999835783779,1.0016415590312,0.999221762009166,165.486122658636,"iidz",117.367678146846,40.0171049289439,110.788671313804,82.4072473011417,165.486122658636
15,"tmb",4,0.8,"diag",0.660446367085618,32,1.00918316841125,1.92180418968201,259.593070639656,1000,1000,247.642690577867,0.998999833748733,1.00457984391436,0.999167933110189,135.077794102744,"iidz",117.367678146846,40.0171049289439,110.788671313804,82.4072473011417,165.486122658636
19,"tmb",1,0.8,"diag",0.564689615762738,64,1.12499690055847,2.07973790168762,203.077209305118,1000,1000,226.873807416735,0.998999506311976,1.00127826160188,0.999237458240553,97.6455779068741,"iidz",86.6104937661048,7.51027203648654,83.9965129025946,80.8033713523558,97.6455779068741
23,"tmb",2,0.8,"diag",0.571344773388773,64,1.2404260635376,2.20418787002563,185.496122211061,1000,1000,229.631703929805,0.998999509880272,1.01126461173204,0.999157195760891,84.1562213156101,"iidz",86.6104937661048,7.51027203648654,83.9965129025946,80.8033713523558,97.6455779068741
27,"tmb",3,0.8,"diag",0.604102702821271,64,1.30118083953857,2.48821401596069,201.056081135809,1000,1000,225.630454564413,0.998999577301322,1.00260560629968,0.999249645849485,80.8033713523558,"iidz",86.6104937661048,7.51027203648654,83.9965129025946,80.8033713523558,97.6455779068741
31,"tmb",4,0.8,"diag",0.610373858544979,64,1.17189311981201,2.13098216056824,178.65473476634,1000,1000,200.64610275207,0.998999507209036,1.00266148483821,0.999327228565309,83.8368044895791,"iidz",86.6104937661048,7.51027203648654,83.9965129025946,80.8033713523558,97.6455779068741
35,"tmb",1,0.8,"diag",0.494552739956332,128,1.66975903511047,2.67091393470764,298.87175507147,1000,1000,287.397037381989,0.998999690721509,1.00457165007742,0.999299942059505,111.898684262241,"iidz",101.756623597274,13.2563099086927,103.545535015566,86.2776019482076,113.657822409755
39,"tmb",2,0.8,"diag",0.500164922622233,128,2.04848790168762,3.66059589385986,315.827435423685,1000,1000,321.654465637057,0.998999511544648,1.00169958744854,0.999283001205292,86.2776019482076,"iidz",101.756623597274,13.2563099086927,103.545535015566,86.2776019482076,113.657822409755
43,"tmb",3,0.8,"diag",0.489296988202529,128,1.49075102806091,2.64611887931824,251.890369150407,1000,1000,257.215698507585,0.998999523470946,1.00499547884163,0.999208772016265,95.1923857688911,"iidz",101.756623597274,13.2563099086927,103.545535015566,86.2776019482076,113.657822409755
47,"tmb",4,0.8,"diag",0.498330097576627,128,1.68828701972961,2.68829584121704,305.545851305928,1000,1000,299.66254673955,0.998999691784252,1.00726767070073,0.999382010596534,113.657822409755,"iidz",101.756623597274,13.2563099086927,103.545535015566,86.2776019482076,113.657822409755
51,"tmb",1,0.8,"diag",0.407126286399626,256,2.17344212532043,4.50234222412109,271.978206098751,1000,1000,254.724698788024,0.998999500232946,1.00637003781235,0.999211088766505,60.4081592557848,"iidz",51.8350340283604,6.33800748684516,50.091736722194,46.7485034132687,60.4081592557848
55,"tmb",2,0.8,"diag",0.404830347515668,256,2.26032018661499,4.65340900421143,245.86735450131,1000,1000,251.614834116563,0.998999500637227,1.00354434216649,0.999237653069383,52.8359648332642,"iidz",51.8350340283604,6.33800748684516,50.091736722194,46.7485034132687,60.4081592557848
59,"tmb",3,0.8,"diag",0.415093796488648,256,2.61204981803894,6.52827286720276,305.186986415178,1000,1000,287.889946638016,0.99899950078837,1.00383743795609,0.99920345151804,46.7485034132687,"iidz",51.8350340283604,6.33800748684516,50.091736722194,46.7485034132687,60.4081592557848
63,"tmb",4,0.8,"diag",0.413791590486148,256,2.31596517562866,5.08312511444092,240.673310127411,1000,1000,237.004381945579,0.99899950097879,1.01074616375869,0.999241735768369,47.3475086111238,"iidz",51.8350340283604,6.33800748684516,50.091736722194,46.7485034132687,60.4081592557848
3,"tmb",1,0.8,"diag",0.663235642968914,32,2.95315790176392,4.29694104194641,276.760860329983,1000,1000,256.433687475962,0.998999579186374,0.999924137707385,0.999125063880562,64.4088102741612,"zdiag",62.4383457174311,9.53113609923395,61.4714025959071,52.1907665065333,74.6198111713771
7,"tmb",2,0.8,"diag",0.699406776464963,32,2.98439884185791,4.25005197525024,248.772520719059,1000,1000,224.807050818263,0.998999661186901,1.00133353130526,0.999199462260742,58.533994917653,"zdiag",62.4383457174311,9.53113609923395,61.4714025959071,52.1907665065333,74.6198111713771
11,"tmb",3,0.8,"diag",0.683095905759525,32,3.07817912101746,4.34380197525024,226.706354640904,1000,1000,238.520631199445,0.999001431314279,1.00645029482034,0.999226844030539,52.1907665065333,"zdiag",62.4383457174311,9.53113609923395,61.4714025959071,52.1907665065333,74.6198111713771
15,"tmb",4,0.8,"diag",0.66075969919281,32,3.01619791984558,4.35996103286743,325.33946898713,1000,1000,376.87569157098,0.999000061637992,1.00134121710109,0.999183457623243,74.6198111713771,"zdiag",62.4383457174311,9.53113609923395,61.4714025959071,52.1907665065333,74.6198111713771
19,"tmb",1,0.8,"diag",0.585814351542254,64,6.00006794929504,7.85946488380432,216.394819135599,1000,1000,212.573674640668,0.998999646721994,1.0043800917742,0.999154038532466,27.5330219467632,"zdiag",31.5588191129159,8.62778631617674,30.1321539715626,22.9439798379495,43.0269886705888
23,"tmb",2,0.8,"diag",0.582042321557183,64,5.43767905235291,7.0127170085907,301.736095278677,1000,1000,358.083250252194,0.998999617957539,1.00159850796464,0.999270216694678,43.0269886705888,"zdiag",31.5588191129159,8.62778631617674,30.1321539715626,22.9439798379495,43.0269886705888
27,"tmb",3,0.8,"diag",0.605736723200672,64,5.56191396713257,6.9213080406189,158.802352136197,1000,1000,184.645536435623,0.998999674174287,1.0021423832105,0.999230130055714,22.9439798379495,"zdiag",31.5588191129159,8.62778631617674,30.1321539715626,22.9439798379495,43.0269886705888
31,"tmb",4,0.8,"diag",0.582068424193497,64,6.09478306770325,7.46466302871704,244.328020459407,1000,1000,315.764341815984,0.999000143360437,1.0019565989413,0.999152603274032,32.731285996362,"zdiag",31.5588191129159,8.62778631617674,30.1321539715626,22.9439798379495,43.0269886705888
35,"tmb",1,0.8,"diag",0.494811820292478,128,10.8099339008331,12.2943439483643,241.391813462844,1000,1000,245.500135414852,0.998999967072009,1.00401244074269,0.999269276053623,19.6343793924003,"zdiag",18.3747346322045,4.62923914383597,18.6095803898342,12.573537778855,23.7062399702946
39,"tmb",2,0.8,"diag",0.499375433300937,128,11.0626170635223,12.7032771110535,159.725134671094,1000,1000,238.36936164787,0.998999514182714,1.00523872322119,0.999214890222569,12.573537778855,"zdiag",18.3747346322045,4.62923914383597,18.6095803898342,12.573537778855,23.7062399702946
43,"tmb",3,0.8,"diag",0.512197438095073,128,13.083377122879,14.5079181194305,255.118568514572,1000,1000,293.703345744403,0.998999525545302,1.00360380269192,0.999347329530411,17.5847813872681,"zdiag",18.3747346322045,4.62923914383597,18.6095803898342,12.573537778855,23.7062399702946
47,"tmb",4,0.8,"diag",0.503350060450742,128,10.121593952179,11.5843379497528,274.62109533383,1000,1000,289.131880356079,0.998999520111467,1.00370284528536,0.999375927515347,23.7062399702946,"zdiag",18.3747346322045,4.62923914383597,18.6095803898342,12.573537778855,23.7062399702946
51,"tmb",1,0.8,"diag",0.407034531568039,256,30.2833559513092,34.805741071701,441.963710875469,1000,1000,444.870111637586,0.9989995021471,1.00244978305448,0.999247139001671,12.6980118011281,"zdiag",10.5161447510002,1.67476001540121,10.0943086358347,9.17794993120332,12.6980118011281
55,"tmb",2,0.8,"diag",0.336184653461708,256,34.311861038208,38.6007051467896,356.137408920673,1000,1000,330.32413974391,0.998999499593008,1.00218778570454,0.999137908330609,9.22618919955905,"zdiag",10.5161447510002,1.67476001540121,10.0943086358347,9.17794993120332,12.6980118011281
59,"tmb",3,0.8,"diag",0.464664763434214,256,36.6721520423889,38.9039289951324,426.481523331629,1000,1000,426.97753441999,0.99899950333271,1.00376493592495,0.999215468423005,10.9624280721104,"zdiag",10.5161447510002,1.67476001540121,10.0943086358347,9.17794993120332,12.6980118011281
63,"tmb",4,0.8,"diag",0.495878092552242,256,32.2081081867218,34.4048361778259,315.765863831339,1000,1000,310.772079666901,0.998999507639165,1.00222855066309,0.999235469536409,9.17794993120332,"zdiag",10.5161447510002,1.67476001540121,10.0943086358347,9.17794993120332,12.6980118011281
2,"tmbstan",1,0.9,"diag",0.0923143452215356,38,4.905,7.218,7.52102708586582,151.140962964244,1000,6.26195796564806,0.999000336455397,1.01458614369482,1.00145635063859,1.04198213990937,"growth",0.736434976353963,0.325722313519793,0.741559688746399,0.420638388013683,1.04198213990937
6,"tmbstan",2,0.9,"diag",0.0973385572809696,38,5.318,7.821,3.28981283265501,102.408028007867,1000,1.98893456743815,0.998999728291467,2.70918085648821,1.01294441137491,0.420638388013683,"growth",0.736434976353963,0.325722313519793,0.741559688746399,0.420638388013683,1.04198213990937
10,"tmbstan",3,0.9,"diag",0.0819944532996903,38,5.458,8.43,4.14261778180087,168.12342761988,1000,2.97918118572156,0.999026220801289,1.52428070030869,1.00100703563352,0.491413734495952,"growth",0.736434976353963,0.325722313519793,0.741559688746399,0.420638388013683,1.04198213990937
14,"tmbstan",4,0.9,"diag",0.0801244992575823,38,4.692,7.605,7.54192141499102,251.793785310435,1000,5.51070242783564,0.998999502055371,1.08959930339061,1.00131593412275,0.991705642996846,"growth",0.736434976353963,0.325722313519793,0.741559688746399,0.420638388013683,1.04198213990937
18,"tmbstan",1,0.9,"diag",0.0901880121002523,70,18.793,23.404,17.0137978060122,61.5479727882621,1000,14.4584981859896,0.999000650566683,1.19177975139311,1.03917168265732,0.726961109468988,"growth",0.540878063739009,0.222098683813657,0.553332454634109,0.319774195148103,0.737073150539715
22,"tmbstan",2,0.9,"diag",0.0953177842841723,70,18.012,23.783,7.60518968320733,64.9063439520159,1000,12.9713898413019,0.998999985289153,1.31367989465162,1.00893788915428,0.319774195148103,"growth",0.540878063739009,0.222098683813657,0.553332454634109,0.319774195148103,0.737073150539715
26,"tmbstan",3,0.9,"diag",0.103752026971888,70,16.572,21.686,8.23425660244609,64.785578058235,1000,9.67071154846636,0.999008794402999,1.23119231700461,1.00864756670238,0.37970379979923,"growth",0.540878063739009,0.222098683813657,0.553332454634109,0.319774195148103,0.737073150539715
30,"tmbstan",4,0.9,"diag",0.0865785489483737,70,16.94,23.929,17.6374234192648,85.7104405861863,1000,11.1736015165802,0.999009976225382,1.00987511087806,1.00035406394227,0.737073150539715,"growth",0.540878063739009,0.222098683813657,0.553332454634109,0.319774195148103,0.737073150539715
34,"tmbstan",1,0.9,"diag",0.137144299784458,134,51.013,58.562,7.10062718818803,1000,1000,8.03349643263976,0.998999503355312,1.20384451162643,1.00059834081425,0.121249738536731,"growth",0.145412364854605,0.0678465772700115,0.122012125563447,0.0925957199327635,0.245029488358765
38,"tmbstan",2,0.9,"diag",0.09230597331094,134,43.181,58.182,5.38740417712805,1000,1000,5.62859126722239,0.99899951845541,1.27541685352414,1.00082075573336,0.0925957199327635,"growth",0.145412364854605,0.0678465772700115,0.122012125563447,0.0925957199327635,0.245029488358765
42,"tmbstan",3,0.9,"diag",0.0783666265557584,134,43.539,59.805,14.6539885512959,1000,1000,7.26994123615014,0.998999700169379,1.00684884539606,0.99979393878262,0.245029488358765,"growth",0.145412364854605,0.0678465772700115,0.122012125563447,0.0925957199327635,0.245029488358765
46,"tmbstan",4,0.9,"diag",0.0752396917476397,134,43.129,59.392,7.2918238517549,1000,1000,4.6527278171616,0.99899955307244,1.13525626570652,1.00039224704998,0.122774512590162,"growth",0.145412364854605,0.0678465772700115,0.122012125563447,0.0925957199327635,0.245029488358765
50,"tmbstan",1,0.9,"diag",0.154048010949799,262,115.082,131.212,8.40825996431992,1000,1000,5.52124667729551,0.998999499501695,1.02539202637235,0.999844762161627,0.0640814861774832,"growth",0.0647129289695576,0.024699683921479,0.0579840884728841,0.0433814998469981,0.0995020390854642
54,"tmbstan",2,0.9,"diag",0.0696047148754363,262,163.319,208.98,20.7939361280803,1000,1000,20.2479707352239,0.998999499594642,1.02349985662219,0.99949467277609,0.0995020390854642,"growth",0.0647129289695576,0.024699683921479,0.0579840884728841,0.0433814998469981,0.0995020390854642
58,"tmbstan",3,0.9,"diag",0.0963058178786599,262,146.607,180.498,9.36544391029388,1000,1000,5.86238417693632,0.998999517001765,1.03021311826976,1.0000116754736,0.0518866907682849,"growth",0.0647129289695576,0.024699683921479,0.0579840884728841,0.0433814998469981,0.0995020390854642
62,"tmbstan",4,0.9,"diag",0.0761043565129054,262,127.832,166.454,7.22102417553223,1000,1000,4.40301901788067,0.998999544354764,1.28757865581909,1.00091906340595,0.0433814998469981,"growth",0.0647129289695576,0.024699683921479,0.0579840884728841,0.0433814998469981,0.0995020390854642
2,"tmbstan",1,0.8,"diag",0.605173510028513,32,0.184,0.325,374.912607275195,1000,1000,346.393779648001,0.998999689525587,1.00240440225843,0.999199286648949,1153.57725315445,"iidz",1001.24720060852,575.190714285124,915.127580511392,435.772535598103,1738.9611058132
6,"tmbstan",2,0.8,"diag",0.620618192111335,32,0.62,0.828,360.819659475229,1000,1000,370.368958848194,0.998999499564619,1.0006368508202,0.999139605083257,435.772535598103,"iidz",1001.24720060852,575.190714285124,915.127580511392,435.772535598103,1738.9611058132
10,"tmbstan",3,0.8,"diag",0.617190052782576,32,0.481,0.559,378.262950498398,1000,1000,370.715176562914,0.999000332457518,1.00122871420572,0.999254597551247,676.677907868333,"iidz",1001.24720060852,575.190714285124,915.127580511392,435.772535598103,1738.9611058132
14,"tmbstan",4,0.8,"diag",0.612260861726738,32,0.177,0.24,417.350665395169,1000,1000,365.754530547999,0.999000395281811,1.00103724712403,0.999204116558895,1738.9611058132,"iidz",1001.24720060852,575.190714285124,915.127580511392,435.772535598103,1738.9611058132
18,"tmbstan",1,0.8,"diag",0.532806936913161,64,0.313,0.406,333.901570574515,1000,1000,336.000265547971,0.998999593744779,1.00189862454476,0.999168875798192,822.417661513584,"iidz",875.871620760568,80.4403372007018,882.214001382202,791.748021789892,947.310458487975
22,"tmbstan",2,0.8,"diag",0.477611855960942,64,0.375,0.484,455.933005165397,1000,1000,437.62987860362,0.998999507928503,1.00283335729787,0.999523211066618,942.01034125082,"iidz",875.871620760568,80.4403372007018,882.214001382202,791.748021789892,947.310458487975
26,"tmbstan",3,0.8,"diag",0.502868061283091,64,0.392,0.486,384.789538589888,1000,1000,387.613759042195,0.998999662535668,1.00117715542049,0.999307195199121,791.748021789892,"iidz",875.871620760568,80.4403372007018,882.214001382202,791.748021789892,947.310458487975
30,"tmbstan",4,0.8,"diag",0.456542237718102,64,0.312,0.406,384.608046146118,1000,1000,452.669193845687,0.998999499504773,1.00322194030678,0.999214023237433,947.310458487975,"iidz",875.871620760568,80.4403372007018,882.214001382202,791.748021789892,947.310458487975
34,"tmbstan",1,0.8,"diag",0.434512904229678,128,1.632,2.097,438.578270688468,1000,1000,439.199922016762,0.99899950807978,1.00379642878674,0.999437688251833,209.145574958735,"iidz",269.001776439341,75.5336727587877,245.170793542624,209.145574958735,376.519943713381
38,"tmbstan",2,0.8,"diag",0.445901900602423,128,1.629,1.853,416.388391301992,1000,1000,404.092192433375,0.999000411856961,1.00450708131935,0.999356992296255,224.71041084835,"iidz",269.001776439341,75.5336727587877,245.170793542624,209.145574958735,376.519943713381
42,"tmbstan",3,0.8,"diag",0.493156116451755,128,1.274,1.415,375.868114375212,1000,1000,356.311430242083,0.9989995162542,1.00625703506524,0.99941197510044,265.631176236899,"iidz",269.001776439341,75.5336727587877,245.170793542624,209.145574958735,376.519943713381
46,"tmbstan",4,0.8,"diag",0.433064169281227,128,0.813,1.21,455.589131893191,1000,1000,428.159703028096,0.998999691962917,1.00771527462125,0.999408313964094,376.519943713381,"iidz",269.001776439341,75.5336727587877,245.170793542624,209.145574958735,376.519943713381
50,"tmbstan",1,0.8,"diag",0.360435393267797,256,2.112,2.581,225.143960076462,1000,1000,215.046885681042,0.998999502183109,1.00498581504542,0.99916545571356,87.2312902272227,"iidz",104.335834511856,18.8417931044724,102.533825541838,87.2312902272227,125.044396736525
54,"tmbstan",2,0.8,"diag",0.362089701113719,256,2.797,3.267,377.39463076831,1000,1000,349.527849221243,0.998999500670613,1.00274861189657,0.999205211007492,115.517181135081,"iidz",104.335834511856,18.8417931044724,102.533825541838,87.2312902272227,125.044396736525
58,"tmbstan",3,0.8,"diag",0.359344949458469,256,2.034,2.565,320.738877629186,1000,1000,350.982340184751,0.998999500920518,1.00623900768503,0.999172574569456,125.044396736525,"iidz",104.335834511856,18.8417931044724,102.533825541838,87.2312902272227,125.044396736525
62,"tmbstan",4,0.8,"diag",0.360902473511164,256,2.329,2.814,251.995022435344,1000,1000,224.381387716474,0.998999503936087,1.00279127053037,0.999170205788309,89.5504699485942,"iidz",104.335834511856,18.8417931044724,102.533825541838,87.2312902272227,125.044396736525
2,"tmbstan",1,0.8,"diag",0.560755670213964,32,0.297,0.438,380.574998858853,1000,1000,349.775410581757,0.998999536951849,1.00228541719332,0.999134215449829,868.89269145857,"zdiag",839.265410444076,193.488776991631,847.209999058388,595.608098146138,1067.03354551339
6,"tmbstan",2,0.8,"diag",0.533116651022651,32,0.406,0.516,307.333778643407,1000,1000,325.944461850428,0.999000953930602,1.00703769538543,0.999240405307335,595.608098146138,"zdiag",839.265410444076,193.488776991631,847.209999058388,595.608098146138,1067.03354551339
10,"tmbstan",3,0.8,"diag",0.513121266936951,32,0.328,0.437,466.293659389352,1000,1000,472.254164685285,0.998999863052468,1.00636252779734,0.999514738752369,1067.03354551339,"zdiag",839.265410444076,193.488776991631,847.209999058388,595.608098146138,1067.03354551339
14,"tmbstan",4,0.8,"diag",0.558064692466713,32,0.297,0.406,335.164086503232,1000,1000,356.894589233146,0.999001467049213,1.00189786657102,0.999273293798529,825.527306658206,"zdiag",839.265410444076,193.488776991631,847.209999058388,595.608098146138,1067.03354551339
18,"tmbstan",1,0.8,"diag",0.428877653062985,64,0.672,0.906,397.554095809457,1000,1000,429.257521922309,0.998999517335345,1.00543961421875,0.999366367025757,438.801430253264,"zdiag",483.496857712326,41.6737017445249,485.040492609356,438.801430253264,525.105015377327
22,"tmbstan",2,0.8,"diag",0.479534407811814,64,0.781,0.953,500.425079654592,1000,1000,558.740139301038,0.998999502912739,1.00461890144686,0.999357105861786,525.105015377327,"zdiag",483.496857712326,41.6737017445249,485.040492609356,438.801430253264,525.105015377327
26,"tmbstan",3,0.8,"diag",0.470425914985369,64,0.828,0.984,450.544666008269,1000,1000,462.813201139253,0.998999781903222,1.00226546242894,0.999377518720933,457.870595536858,"zdiag",483.496857712326,41.6737017445249,485.040492609356,438.801430253264,525.105015377327
30,"tmbstan",4,0.8,"diag",0.505883630813748,64,0.61,0.781,400.036314341529,1000,1000,391.792284465819,0.998999621732439,1.00267251706679,0.999394901793198,512.210389681855,"zdiag",483.496857712326,41.6737017445249,485.040492609356,438.801430253264,525.105015377327
34,"tmbstan",1,0.8,"diag",0.437231442041296,128,3.262,3.762,388.03663138689,1000,1000,378.601508411416,0.998999687558965,1.00691660483869,0.999404227285375,103.146366663182,"zdiag",109.932545244111,15.8995501198814,102.885437187061,100.252370410776,133.706936191545
38,"tmbstan",2,0.8,"diag",0.425822688039478,128,2.438,3.579,367.293113097455,1000,1000,405.240775338206,0.999000204672365,1.01776276240846,0.99947368921297,102.62450771094,"zdiag",109.932545244111,15.8995501198814,102.885437187061,100.252370410776,133.706936191545
42,"tmbstan",3,0.8,"diag",0.482436698234926,128,3.504,3.856,386.573140303954,1000,1000,343.95866353659,0.998999504436261,1.0074444029932,0.999243780114823,100.252370410776,"zdiag",109.932545244111,15.8995501198814,102.885437187061,100.252370410776,133.706936191545
46,"tmbstan",4,0.8,"diag",0.378268911624633,128,2.13,2.611,349.108810396125,1000,1000,324.414081266491,0.99899950289167,1.0031126998515,0.99920322645886,133.706936191545,"zdiag",109.932545244111,15.8995501198814,102.885437187061,100.252370410776,133.706936191545
50,"tmbstan",1,0.8,"diag",0.397447650118041,256,7.96,34.417,377.284008890615,994.810046393217,1000,369.272373584481,0.998999521094647,1.00648006590546,0.999463596347748,10.9621410608308,"zdiag",28.6065083705717,11.872353876484,33.39414726763,10.9621410608308,36.675597886196
54,"tmbstan",2,0.8,"diag",0.391205694488682,256,8.603,9.656,354.139573189108,1000,1000,321.665753401909,0.998999679175278,1.00480921390376,0.999211434453485,36.675597886196,"zdiag",28.6065083705717,11.872353876484,33.39414726763,10.9621410608308,36.675597886196
58,"tmbstan",3,0.8,"diag",0.350753536731432,256,8.64,9.654,327.592582128728,1000,1000,325.892537089149,0.998999500320706,1.00166636024011,0.999230223531154,33.9333521989567,"zdiag",28.6065083705717,11.872353876484,33.39414726763,10.9621410608308,36.675597886196
62,"tmbstan",4,0.8,"diag",0.362801462539421,256,8.184,9.158,300.885561915867,1000,1000,289.60341086762,0.998999500034267,1.00253050418682,0.999165059550221,32.8549423363034,"zdiag",28.6065083705717,11.872353876484,33.39414726763,10.9621410608308,36.675597886196
