"","platform","seed","Npar","Nsims","delta.mean","delta.target","eps.final","max_treedepths","ndivergent","nsteps.mean","nsteps.median","nsteps.sd","metric","model"
"85","stan",39615,28,1000,0.980355332860766,0.98,0.0126135789549002,0,0,274.456,255,67.8734621989395,"diag","sslog"
"86","tmbstan",39615,28,1000,0.987656435490619,0.98,0.00985390484542528,0,0,478.744,511,87.2806988078371,"diag","sslog"
"87","tmb",39615,28,1000,0.982061855167889,0.98,0.0112601541259173,0,1,393.852,511,127.826749054233,"diag","sslog"
"88","admb",39615,28,1000,0.9828994115839,0.98,0.0106443,0,0,421.656,511,122.084471913025,"diag","sslog"
"89","stan",44179,28,1000,0.987537369196534,0.98,0.0091723863807756,0,0,494.232,511,75.0939230116078,"diag","sslog"
"90","tmbstan",44179,28,1000,0.979179463612128,0.98,0.0107108599604073,0,5,439.366,511,117.590014267605,"diag","sslog"
"91","tmb",44179,28,1000,0.978176115523342,0.98,0.0119686689468091,0,2,312.143,255,106.701526543751,"diag","sslog"
"92","admb",44179,28,1000,0.974442480965161,0.98,0.012685,0,3,280.7,255,79.746018254377,"diag","sslog"
"93","stan",74237,28,1000,0.987878908088535,0.98,0.00976742162785577,0,0,484.12,511,78.5169440981404,"diag","sslog"
"94","tmbstan",74237,28,1000,0.986565818188938,0.98,0.00999409345809908,0,0,475.928,511,88.0689670596798,"diag","sslog"
"95","tmb",74237,28,1000,0.946254273224047,0.98,0.0129942178173222,0,17,257.134,255,53.1804871001405,"diag","sslog"
"96","admb",74237,28,1000,0.974993077,0.98,0.0113187,0,1,391.439,511,129.861727800562,"diag","sslog"
"97","stan",38655,28,1000,0.987168862493827,0.98,0.00934484059428624,0,1,491.489,511,71.0711544016839,"diag","sslog"
"98","tmbstan",38655,28,1000,0.966026886902993,0.98,0.014704988354772,0,7,254.977,255,22.4811893563235,"diag","sslog"
"99","tmb",38655,28,1000,0.980089582954923,0.98,0.0114429285245027,0,0,369.776,255,128.171204572953,"diag","sslog"
"100","admb",38655,28,1000,0.986906628,0.98,0.0109279,0,0,426.264,511,124.278620363599,"diag","sslog"
"101","stan",48317,28,1000,0.994110520682801,0.98,0.00751921129184386,0,0,510.744,511,21.4276832534367,"diag","sslog"
"102","tmbstan",48317,28,1000,0.979624588415782,0.98,0.0121471991468234,0,0,314.904,255,109.040802824817,"diag","sslog"
"103","tmb",48317,28,1000,0.97308748798968,0.98,0.0129418490275682,0,3,266.448,255,58.5784322829549,"diag","sslog"
"104","admb",48317,28,1000,0.985644090004733,0.98,0.0104841,0,1,438.265,511,119.197285068779,"diag","sslog"
"105","stan",2154,28,1000,0.985556550507359,0.98,0.0113381860495149,0,2,375.169,255,128.343291369044,"diag","sslog"
"106","tmbstan",2154,28,1000,0.988056579760318,0.98,0.00981548294687083,0,0,479.256,511,84.4150956427366,"diag","sslog"
"107","tmb",2154,28,1000,0.988461305567511,0.98,0.00983970729200925,0,0,475.16,511,88.8731277318,"diag","sslog"
"108","admb",2154,28,1000,0.9830827724,0.98,0.0108113,0,2,420.281,511,124.559460090746,"diag","sslog"
"109","stan",53332,28,1000,0.985384693181738,0.98,0.0106948246339589,0,2,449.863,511,111.236314882995,"diag","sslog"
"110","tmbstan",53332,28,1000,0.984521604424135,0.98,0.0117134662209492,0,1,375.663,255,128.349160254121,"diag","sslog"
"111","tmb",53332,28,1000,0.979379385974324,0.98,0.0111574128996115,0,0,394.648,511,127.725447291782,"diag","sslog"
"112","admb",53332,28,1000,0.9770777038,0.98,0.0126297,0,1,286.153,255,83.9413470271995,"diag","sslog"
"113","stan",53822,28,1000,0.996491701862185,0.98,0.00533968115831939,0,0,887.832,1023,232.670348921532,"diag","sslog"
"114","tmbstan",53822,28,1000,0.976586463794075,0.98,0.0134816371280669,0,2,262.689,255,46.0533298273663,"diag","sslog"
"115","tmb",53822,28,1000,0.974436891387125,0.98,0.0116566030994194,0,0,347.212,255,123.189393547832,"diag","sslog"
"116","admb",53822,28,1000,0.981952638,0.98,0.0111828,0,0,398.616,511,128.646439711523,"diag","sslog"
"117","stan",80057,28,1000,0.981397620557703,0.98,0.0127154091773193,0,1,273.317,255,67.3194505282048,"diag","sslog"
"118","tmbstan",80057,28,1000,0.985468219931364,0.98,0.0101506230444123,0,2,474.738,511,89.6241923358412,"diag","sslog"
"119","tmb",80057,28,1000,0.983162593897789,0.98,0.010690852103204,0,0,408.344,511,127.601927555644,"diag","sslog"
"120","admb",80057,28,1000,0.987281948,0.98,0.00960141,0,2,480.195,511,83.5198931246176,"diag","sslog"
